name	simplitigs	cum len	kmers	superstr coef	genome frac
1	7108	2137906	2017070	1.0598977634578974	1.0770763095264484
2	30050	2848009	2337159	1.2185684775130328	1.4348259573704882
3	53913	3538951	2622430	1.3494842793772381	1.7829222999864982
4	72406	4025185	2794283	1.4404985148337688	2.027886822414651
5	89129	4518547	3003354	1.5044917860630604	2.2764424287979943
6	103184	4967853	3213725	1.5458157499886425	2.5028026374919645
7	114385	5272530	3327985	1.5842929180931982	2.6562988055917733
8	124263	5579515	3467044	1.6092924237560284	2.8109577432999684
9	132483	5832806	3580595	1.6289969424221333	2.938565662224497
10	140957	6061025	3664756	1.6538609621932927	3.0535423161483912
15	164818	6705525	3903619	1.7177639001177365	3.3782411950933944
20	186996	7301780	4122848	1.7710451348758691	3.678634259585796
25	204483	7764468	4288257	1.810627772385813	3.9117363152899167
30	215136	8049748	4392436	1.8326315614532471	4.055460281442641
35	223086	8247596	4455134	1.8512494862688156	4.155136035983387
40	227070	8354934	4494744	1.8588160749815175	4.209212883567869
45	234301	8535617	4552500	1.8749225977629518	4.300240916995984
50	239583	8669146	4596235	1.8861337454952427	4.3675127813972985
55	249964	8987857	4738469	1.8967782114371552	4.52807927388363
60	257267	9175771	4802232	1.9107237046642105	4.622750282631608
65	264195	9354947	4863632	1.9234420493748623	4.713019089976603
70	274372	9637211	4972887	1.9379443077927907	4.855223596363776
75	285151	9909358	5061791	1.9576716461785986	4.992331161620945
80	288336	10002199	5100487	1.9610216951109145	5.039104425577707
85	288797	10012511	5102962	1.9620913587925797	5.044299607640827
90	320477	10972081	5523972	1.9862604722782757	5.527730644520977
95	325363	11097109	5565938	1.9937475240098061	5.590719708038023
100	332991	11299131	5638284	2.0039957072174754	5.692498322347142
120	362115	12060411	5904456	2.042588898281015	6.076030925238146
140	385843	12700087	6140756	2.068157705878397	6.398299474637717
150	394471	12912351	6206344	2.0805027293771663	6.505238005033966
160	407188	13237500	6315304	2.0960929776966206	6.669047959712149
180	424364	13693473	6479285	2.113417926807548	6.898767000719426
200	429839	13820526	6513263	2.1218995651960304	6.962776258541923
220	440850	14093957	6599507	2.135602052511666	7.1005307025586974
240	446398	14227384	6638618	2.143118879106925	7.1677511793949975
250	453735	14407911	6694416	2.152222749857979	7.258700620076618
260	458770	14537542	6738452	2.157395396491399	7.3240086734148955
280	464136	14663675	6773363	2.1648977320038147	7.38755443555294
300	467784	14747668	6795340	2.1702565442845754	7.4298700801444495
320	472793	14869600	6832119	2.176420375706807	7.491299379923382
340	479427	15031022	6880763	2.1844939091207682	7.572623728157766
350	482219	15095310	6897587	2.1884860308014202	7.60501200050783
360	485702	15177180	6920246	2.1931507516405087	7.6462580784275005
380	489322	15261834	6943360	2.1980419614259747	7.688906734592295
400	493080	15350117	6967757	2.203015912973067	7.733383679712391
420	497121	15445053	6993996	2.2083248915894207	7.781212403950596
440	503460	15594436	7035616	2.216493668728883	7.856471508114197
450	504969	15630382	7045909	2.218357388368825	7.874581090585194
460	510366	15764122	7087900	2.224083888115507	7.941959256714138
480	515189	15877792	7119579	2.230153508710326	7.999226163726828
500	522492	16077253	7194889	2.2345327374673136	8.099714547114337
520	527110	16188554	7227684	2.2397929853490064	8.155787952739562
540	529927	16282802	7274043	2.2384750744426083	8.203270062813742
550	530957	16308080	7281811	2.2395585284354422	8.21600511054372
560	532614	16346508	7292070	2.241677588322794	8.235365123763424
580	536363	16431693	7313522	2.2467498976897504	8.278281297546092
600	542622	16587556	7362982	2.2528260563392717	8.35680502348714
616	544302	16625480	7372346	2.2551087080221093	8.375911121679708
