name	simplitigs	cum len	kmers	superstr coef	genome frac
1	1676	2045562	2017070	1.0141168923303754	1.0305534339992222
2	8926	2488901	2337159	1.0649180891811314	1.2539074701397943
3	16453	2902131	2622430	1.1066500104673231	1.4620926024073564
4	22296	3173315	2794283	1.1356386214794403	1.598715008594822
5	27468	3470310	3003354	1.1554716350394274	1.7483409877294556
6	31798	3754291	3213725	1.1681992518378888	1.8914105181277192
7	35286	3927847	3327985	1.1802417787008541	1.978847971400301
8	38327	4118603	3467044	1.1879234314019858	2.07495077877351
9	40848	4275011	3580595	1.19393304831688	2.1537490755276294
10	43465	4403661	3664756	1.2016190361585835	2.2185629014023767
15	50772	4766743	3903619	1.2211033508247182	2.401483488470041
20	57591	5101895	4122848	1.2374635114174246	2.5703329511173267
25	62992	5359121	4288257	1.2497151534626751	2.6999233216922027
30	66244	5518584	4392436	1.2563786112224764	2.7802607263984975
35	68680	5622694	4455134	1.262065864883143	2.832711308690141
40	69893	5682925	4494744	1.2643441998362093	2.863055665831703
45	72113	5778421	4552500	1.269280488134366	2.9111665178778345
50	73716	5849407	4596235	1.2726471481546269	2.946929240330573
55	76880	6045429	4738469	1.2758144690097217	3.0456850566976135
60	79090	6146762	4802232	1.2799756947213692	3.096736587341731
65	81147	6243131	4863632	1.2836310761734657	3.145287256488436
70	84199	6404270	4972887	1.2878330247276037	3.2264690294198846
75	87431	6548118	5061791	1.2936322357544972	3.2989396024819184
80	88399	6603270	5100487	1.2946308835362152	3.3267251611655104
85	88542	6608176	5102962	1.2949643727712774	3.329196802282817
90	97872	7187796	5523972	1.301196653360461	3.621209159480804
95	99361	7255075	5565938	1.3034735279031182	3.655104296604995
100	101635	7366079	5638284	1.3064359281279947	3.7110280737320873
120	110363	7780627	5904456	1.3177513048158573	3.9198772139475926
140	117333	8135417	6140756	1.3248196928953406	4.0986202942593035
150	119974	8245902	6206344	1.3286210711880924	4.154282599364406
160	123767	8419343	6315304	1.3331615289230745	4.241662115676432
180	128899	8670568	6479285	1.3381947623370543	4.3682291845095715
200	130573	8733004	6513263	1.3407997199567652	4.399684419894847
220	133864	8875195	6599507	1.3448235054528175	4.47132019692521
240	135551	8942985	6638618	1.3471120192629962	4.505472775674134
250	137759	9036319	6694416	1.349825892648414	4.552494412861804
260	139266	9105974	6738452	1.351341677167321	4.587586577971058
280	140876	9168255	6773363	1.3535716289356274	4.618963724409497
300	142001	9209357	6795340	1.3552425575286184	4.639670897912053
320	143496	9271551	6832119	1.3570501231240129	4.671004213780331
340	145497	9354212	6880763	1.3594697112827325	4.712648797228699
350	146349	9385520	6897587	1.3606927854947892	4.728421756890468
360	147406	9426148	6920246	1.3621083476162683	4.7488901293556
380	148505	9467945	6943360	1.3635936807118496	4.76994744361978
400	149639	9511620	6967757	1.3650873291814574	4.791950893639831
420	150859	9558599	6993996	1.366683047343492	4.8156188977266545
440	152752	9632400	7035616	1.3690878987007993	4.852799816213885
450	153217	9650598	7045909	1.3696706437166668	4.861967962372211
460	154785	9719245	7087900	1.3712413675273003	4.8965522974271956
480	156257	9775948	7119579	1.3731043165932448	4.925119249378815
500	158413	9887910	7194889	1.37429314573394	4.981525666577326
520	159796	9944216	7227684	1.3758477280673342	5.009892610065111
540	160614	10004481	7274043	1.3753641020283034	5.040254096395011
550	160930	10017621	7281811	1.3757014035486694	5.046874023888164
560	161434	10036448	7292070	1.3763478137328862	5.0563590600307515
580	162568	10077178	7313522	1.3778798472258096	5.076878820060899
600	164415	10158037	7362982	1.3796059187295828	5.117615556527329
616	164948	10176462	7372346	1.3803528122530049	5.126898065207797
