name	simplitigs	cum len	kmers	superstr coef	genome frac
1	2907	2193798	2106588	1.041383867412127	1.0501042542233012
2	7177	2389829	2174519	1.0989998385872197	1.1439383205592393
3	7491	2402696	2177966	1.1031682335504749	1.1500973613820913
4	8135	2428082	2184032	1.1117275974766283	1.162248866031887
5	8366	2436990	2186010	1.114796618543119	1.1665128541915175
6	10253	2516133	2208543	1.139257339467611	1.2043961966833945
7	10314	2518386	2208966	1.1400591037738412	1.2054746391310425
8	19818	2963456	2368916	1.2509597095079414	1.4185160861681738
9	24480	3167688	2433288	1.301797792150471	1.5162757213071125
10	26485	3256737	2462187	1.3226847999181226	1.5589007641480352
15	35249	3617202	2559732	1.4131009054748058	1.7314443757287743
20	37415	3706589	2584139	1.4343446577990835	1.7742312088703207
25	42501	3925223	2650193	1.4810915911604419	1.8788846425583163
30	43122	3952022	2658362	1.4866212356943596	1.8917125072518433
35	45526	4054553	2688773	1.5079397784069715	1.9407909726756287
40	46152	4079292	2694732	1.5137856330169417	1.9526327781405028
45	46904	4110036	2702916	1.5205764377090774	1.967348994123853
50	51141	4282441	2748211	1.558247984801915	2.049874014180106
55	51485	4295370	2750820	1.5614700910627624	2.0560627325137233
60	52270	4325974	2757874	1.568573090288857	2.070711934763087
65	53458	4372873	2769133	1.5791316726389888	2.093161056978906
70	58453	4577604	2824014	1.6209393338064138	2.191159548212552
75	59879	4634083	2837713	1.6330171548304409	2.218194324511135
80	61212	4686010	2849650	1.644398669324275	2.2430501971161116
85	61940	4718919	2860719	1.649539683488485	2.258802732628604
90	62689	4749100	2868430	1.655627061210545	2.2732494576674243
95	63084	4765370	2872850	1.6587431427696249	2.2810374108956673
100	63457	4780777	2877067	1.661666951096887	2.288412272320839
120	66130	4892743	2908843	1.6820063990418281	2.3420069847457596
140	67269	4936315	2918245	1.6915181057302688	2.362863573440351
150	68919	5000744	2933174	1.7048742603651161	2.3937037724902877
160	72309	5142848	2973578	1.729497633850864	2.4617246271643043
180	73667	5199542	2989532	1.7392320346592578	2.4888623174115083
200	77406	5349970	3027790	1.7669379289389726	2.5608676172405276
220	78114	5377004	3033584	1.7724746787165406	2.5738079692732456
240	79015	5412956	3042506	1.779093493059737	2.5910170961608787
250	86042	5695672	3114412	1.8287937293422063	2.7263446305724313
260	91684	5951075	3200555	1.8593710212351804	2.848598264152822
280	96355	6144396	3253746	1.8883893666927287	2.9411351360666003
300	100768	6320482	3297442	1.9167659346311356	3.02542213865716
320	107848	6598758	3363318	1.9619611173152467	3.1586243803622955
340	110524	6708793	3393073	1.9771851900752793	3.2112947819277364
350	113449	6824365	3420895	1.9948888093132706	3.266615576672328
360	115783	6919927	3446437	2.0078320784734047	3.31235819415219
380	120990	7126415	3496715	2.038013924378243	3.411197707747362
400	122485	7186985	3512435	2.0461371145335256	3.4401907210869243
420	123423	7225394	3522704	2.0510756702038813	3.458575939006014
440	128950	7456181	3587681	2.0782557457944635	3.5690466434735324
450	130426	7513608	3600828	2.0866160231811417	3.596535198485107
460	132320	7598731	3629131	2.093798263565601	3.6372809847572474
480	135489	7728457	3663787	2.1094003876285305	3.699376868007835
500	138045	7828809	3687459	2.123073180692878	3.7474123125290792
520	140869	7942295	3716225	2.1371770774610463	3.8017346026372776
540	142863	8020288	3734398	2.147661703479087	3.8390674751714116
550	143974	8069627	3750407	2.1516497944106248	3.8626845510367023
560	145093	8115658	3762868	2.156757371579033	3.8847181881018074
580	146705	8182389	3781239	2.1639267134922164	3.916660284406287
600	149809	8310317	3816047	2.177712084950068	3.9778955198446813
650	152631	8422588	3843658	2.191277751992357	4.031636226475786
700	155972	8557687	3878527	2.2064100127959962	4.096304001102855
750	158436	8654971	3901891	2.2181307617453045	4.142870887510746
800	162496	8837001	3962121	2.2303544211212545	4.230003101778545
850	166827	9011011	4006201	2.24924898239767	4.313296386427996
900	168771	9095762	4032632	2.2555230267252746	4.353864107635545
950	171585	9211988	4064438	2.2664683299265733	4.4094979522517574
1000	172935	9268570	4080520	2.2714021394174804	4.436582031511772
1050	178315	9491988	4142538	2.2913294362337564	4.543525420223979
1100	181519	9622416	4176846	2.3037351360203178	4.605957329483554
1102	181757	9631953	4179243	2.3046958167126195	4.610522400776594
