name	simplitigs	cum len	kmers	superstr coef	genome frac
1	3659	2143603	2081400	1.0298767618406115	1.0260774372416381
2	5314	2219221	2128883	1.0424261355629667	1.0622734696456506
3	5415	2222978	2130923	1.0431912677034547	1.0640718310641206
4	5598	2229403	2134237	1.044581853893679	1.0671472827845547
5	5660	2231478	2135258	1.0450541499338493	1.0681405220561346
6	6309	2256496	2149243	1.0498943822524962	1.0801158763194525
7	6319	2256827	2149404	1.0499697360358906	1.0802743159333767
8	9654	2430397	2266279	1.0724093410569493	1.1633569859903001
9	11377	2502367	2308958	1.0837566452646736	1.197806831954446
10	12153	2534745	2328144	1.088732695032689	1.2133051939473196
15	14962	2641436	2387082	1.1065464817336859	1.2643749246095493
20	15664	2668258	2401970	1.1108544717352757	1.2772137987022312
25	17298	2739660	2445594	1.1202353931185294	1.3113917603742047
30	17541	2748974	2450777	1.1216666925086318	1.315850088362395
35	18307	2781837	2470618	1.1259603300366101	1.3315806050765775
40	18490	2788247	2473917	1.1270498727936962	1.3346488767540845
45	18740	2797336	2478756	1.1285164071094853	1.3389995040983684
50	20077	2846858	2505549	1.136213534187485	1.3627041764873697
55	20158	2849525	2506839	1.1366927338466988	1.3639807881198052
60	20376	2857019	2510627	1.1379626103900036	1.367567937566176
65	20724	2869182	2516874	1.1399707019493495	1.3733899950409836
70	22287	2928793	2549914	1.1485773536617265	1.4019239643027412
75	22728	2943779	2557403	1.151073738376958	1.409097305856426
80	23095	2956389	2563774	1.1531318270483046	1.4151333286104606
85	23377	2968704	2571295	1.1545483395247251	1.421028143853596
90	23608	2976988	2575652	1.155811558084521	1.42499344222746
95	23745	2981971	2578306	1.1565544735861255	1.427378652487837
100	23877	2986647	2580738	1.1572764559208448	1.429616911202973
120	24759	3021454	2600551	1.1618438741075026	1.4462779614805057
140	25064	3031470	2605382	1.1635338771527892	1.4510723154776834
150	25536	3047417	2613305	1.1661085009807441	1.45870565844823
160	26680	3091785	2638225	1.1719110680521347	1.4799432680874856
180	27083	3108818	2648407	1.1738369687028964	1.4880964461659527
200	28154	3149513	2670895	1.1791901043538686	1.5075759026271298
220	28337	3155553	2673824	1.1801573092790483	1.510467066579102
240	28615	3165305	2678850	1.181583482867944	1.5151350518207631
250	30703	3242290	2720339	1.1918623885991393	1.551985425470197
260	32397	3332863	2782114	1.1979532955134031	1.5953399606725116
280	33905	3390821	2814436	1.2047886392133746	1.6230826892037045
300	35239	3437741	2838678	1.2110286592959087	1.645541863479621
320	37304	3508306	2874138	1.2206391095817728	1.6793191787562634
340	38166	3540579	2891757	1.2243622772733969	1.6947672804486473
350	39036	3570705	2907093	1.2282662162766458	1.7091876786634015
360	39775	3598277	2922102	1.2313930404613913	1.7223855549024376
380	41306	3652113	2949911	1.2380346232179227	1.7481552076372682
400	41761	3668992	2959055	1.2399130538222793	1.7562346706083507
420	42048	3679983	2965167	1.2410639609548682	1.7614957273957887
440	43666	3748706	3006384	1.2469081802460815	1.7943913334009853
450	44096	3762851	3013219	1.2487740754457999	1.8011621138812248
460	44721	3793379	3033122	1.2506446292108604	1.815774937246425
480	45735	3830850	3053355	1.2546293081878002	1.8337111631478074
500	46455	3855488	3065753	1.2575920568079144	1.845504622990306
520	47307	3886366	3082147	1.2609212228810667	1.8602849806904713
540	47868	3905493	3091737	1.2631965544477342	1.8694404927615593
550	48297	3923396	3102347	1.26464721741227	1.8780101133297975
560	48665	3937043	3109738	1.266029960559594	1.884542516384858
580	49189	3957022	3120809	1.2679406029044875	1.8941058548942045
600	50133	3994024	3141763	1.271261514173494	1.9118175847867336
650	50934	4022755	3156877	1.2742762348054766	1.925570239009269
700	51918	4059669	3177063	1.2777987963790651	1.9432398459832925
750	52621	4084049	3189492	1.2804632311744535	1.9549098090874453
800	54137	4150365	3230036	1.2849216406046589	1.986653257537609
850	55442	4197351	3254837	1.28956659807168	2.009144024002405
900	56106	4226187	3272385	1.291463273766487	2.02294693852543
950	57038	4261051	3291405	1.2945927322597952	2.0396352729660854
1000	57489	4278580	3301267	1.2960351184569399	2.0480258711306747
1050	59216	4345685	3339013	1.3014812685121129	2.0801469898388034
1100	60211	4382363	3358776	1.3047434003822207	2.0977036308041073
1102	60279	4384846	3360103	1.3049670845088865	2.098892167243304
