name	simplitigs	cum len	kmers	superstr coef	genome frac
11	71922	2584751	1865531	1.3855235559014785	0.21261237770011857
12	396098	9131954	4774876	1.912496358552569	0.7511618925722859
13	667417	16052639	8043635	1.9956916309231372	1.3204327016999524
14	502970	16634479	10095869	1.6476499031981555	1.3682927802301617
15	236592	14288402	10976114	1.30177071550186	1.1753128725959017
16	93184	12692546	11294786	1.1237511842838135	1.0440434626500306
17	38432	12024437	11409525	1.0538931408371293	0.9890872045606253
18	18426	11769893	11456651	1.0273399735420456	0.9681493250243376
19	11794	11692021	11479729	1.018491174065073	0.9617438526688714
20	9049	11666289	11494358	1.0149561824881854	0.9596272303315633
21	7257	11650368	11505228	1.0126133743488188	0.958317625783441
22	6528	11651101	11514013	1.0119043421271814	0.9583779197432284
23	6054	11654789	11521601	1.0115579202686982	0.9586812814399481
24	5401	11652743	11528520	1.0107732607667768	0.958512984793666
25	5185	11659121	11534681	1.01078623163748	0.9590376162745983
26	4920	11663441	11540441	1.0106559821761096	0.9593929640321441
27	4492	11662627	11545835	1.010113234517547	0.9593260073019029
28	4370	11668760	11550770	1.0102125420436356	0.9598304859586225
29	4195	11672916	11555456	1.0101624475443867	0.9601723436624098
30	3930	11673902	11559932	1.0098565211422426	0.9602534484978126
31	3815	11678546	11564096	1.0098943923648014	0.9606354473371744
32	3699	11682788	11568119	1.0099097954296927	0.9609843790935424
