name	simplitigs	cum len	kmers	superstr coef	genome frac
bombyx.1bc11.fa	2097152	23068672	2097152	10.999947548162707	0.04787980869298441
bombyx.1bc12.fa	8387133	100645597	8387134	11.999982950098037	0.20889333942375207
bombyx.1bc13.fa	31789226	413280259	31809547	12.992329098306582	0.8577771506529309
bombyx.1bc14.fa	83456027	1172224951	87296600	13.428069093585567	2.4329925189895207
bombyx.1bc15.fa	119798644	1834891641	157710625	11.634545726493442	3.808379638994227
bombyx.1bc16.fa	108142104	1838212160	216080600	8.50706649460434	3.8152714884462204
bombyx.1bc17.fa	74797263	1450874134	254117926	5.70945177102056	3.011338319497517
bombyx.1bc18.fa	45219326	1044832292	276103750	3.784201510006924	2.1685847480605918
bombyx.1bc19.fa	26470773	764987612	288513698	2.6514774500356855	1.587757653109073
bombyx.1bc20.fa	16502290	609575373	296031863	2.059154469720258	1.2651942965418475
bombyx.1bc21.fa	11623575	533680498	301208998	1.7717945549691345	1.1076719174565683
bombyx.1bc22.fa	9264898	499829933	305267075	1.6373527954680056	1.0374139253038586
bombyx.1bc23.fa	8058340	486036382	308752902	1.5741919969638896	1.0087849438402996
bombyx.1bc24.fa	7369930	481420739	311912349	1.5434486805159495	0.9992050207378725
bombyx.1bc25.fa	6921158	480964433	314856641	1.5275663070368861	0.9982579422070641
bombyx.1bc26.fa	6590855	482413493	317642118	1.5187326481423469	1.0012655152301084
bombyx.1bc27.fa	6320035	484618969	320298059	1.5130248718158898	1.0058430552357476
bombyx.1bc28.fa	6087053	487192993	322842562	1.5090728720429138	1.0111855290760774
bombyx.1bc29.fa	5874883	489782501	325285777	1.505698968327253	1.016560140481925
bombyx.1bc30.fa	5678452	492312168	327637060	1.502614278202185	1.0218105498690346
bombyx.1bc31.fa	5497454	494826134	329902514	1.4999160903712219	1.0270283712997899
bombyx.1bc32.fa	5325071	497164896	332087695	1.497089043272861	1.0318825509048588
bombyx.4bc11.fa	2097152	23068672	2097152	10.999947548162707	0.04787980869298441
bombyx.4bc12.fa	8387133	100645597	8387134	11.999982950098037	0.20889333942375207
bombyx.4bc13.fa	31789226	413280259	31809547	12.992329098306582	0.8577771506529309
bombyx.4bc14.fa	83456027	1172224951	87296600	13.428069093585567	2.4329925189895207
bombyx.4bc15.fa	119798644	1834891641	157710625	11.634545726493442	3.808379638994227
bombyx.4bc16.fa	108142104	1838212160	216080600	8.50706649460434	3.8152714884462204
bombyx.4bc17.fa	74797263	1450874134	254117926	5.70945177102056	3.011338319497517
bombyx.4bc18.fa	45219326	1044832292	276103750	3.784201510006924	2.1685847480605918
bombyx.4bc19.fa	26470773	764987612	288513698	2.6514774500356855	1.587757653109073
bombyx.4bc20.fa	16502290	609575373	296031863	2.059154469720258	1.2651942965418475
bombyx.4bc21.fa	11623575	533680498	301208998	1.7717945549691345	1.1076719174565683
bombyx.4bc22.fa	9264898	499829933	305267075	1.6373527954680056	1.0374139253038586
bombyx.4bc23.fa	8058340	486036382	308752902	1.5741919969638896	1.0087849438402996
bombyx.4bc24.fa	7369930	481420739	311912349	1.5434486805159495	0.9992050207378725
bombyx.4bc25.fa	6921158	480964433	314856641	1.5275663070368861	0.9982579422070641
bombyx.4bc26.fa	6590855	482413493	317642118	1.5187326481423469	1.0012655152301084
bombyx.4bc27.fa	6320035	484618969	320298059	1.5130248718158898	1.0058430552357476
bombyx.4bc28.fa	6087053	487192993	322842562	1.5090728720429138	1.0111855290760774
bombyx.4bc29.fa	5874883	489782501	325285777	1.505698968327253	1.016560140481925
bombyx.4bc30.fa	5678452	492312168	327637060	1.502614278202185	1.0218105498690346
bombyx.4bc31.fa	5497454	494826134	329902514	1.4999160903712219	1.0270283712997899
bombyx.4bc32.fa	5325071	497164896	332087695	1.497089043272861	1.0318825509048588
bombyx.pa11.fa	8529	2182442	2097152	1.0406644789482167	0.004529732159854467
bombyx.pa12.fa	35741	8780285	8387134	1.046874115089223	0.01822377838090899
bombyx.pa13.fa	858554	42112195	31809547	1.3238849051632562	0.08740528454527657
bombyx.pa14.fa	7030857	178697741	87296600	2.047018032646925	0.37089320325628095
bombyx.pa15.fa	13399736	345306929	157710625	2.1894967339521085	0.7166962060443683
bombyx.pa16.fa	13589624	419924960	216080600	1.9433717365160221	0.8715684522372649
bombyx.pa17.fa	10279258	418586054	254117926	1.6472117265926858	0.8687895075655522
bombyx.pa18.fa	6856280	392660510	276103750	1.422148325850259	0.8149801644450835
bombyx.pa19.fa	4548269	370382540	288513698	1.2837605959780436	0.7687414844869114
bombyx.pa20.fa	3261778	358005645	296031863	1.2093482721567133	0.7430528204488099
bombyx.pa21.fa	2599516	353199318	301208998	1.1726053899222897	0.733077126257314
bombyx.pa22.fa	2260403	352735538	305267075	1.1554980625884421	0.732114535186808
bombyx.pa23.fa	2071812	354332766	308752902	1.147625620543111	0.7354296359034456
bombyx.pa24.fa	1953286	356837927	311912349	1.1440326163144308	0.740629182259002
bombyx.pa25.fa	1869650	359728241	314856641	1.1425142961480583	0.7466281266881678
bombyx.pa26.fa	1803992	362741918	317642118	1.1419829704397884	0.7528831151947645
bombyx.pa27.fa	1746013	365694397	320298059	1.1417314499398272	0.759011085183243
bombyx.pa28.fa	1694775	368601487	322842562	1.1417374892876975	0.7650448487676091
bombyx.pa29.fa	1646147	371377893	325285777	1.1416972007124626	0.7708073732915199
bombyx.pa30.fa	1598416	373991124	327637060	1.141479815797045	0.7762312225859473
bombyx.pa31.fa	1556317	376592024	329902514	1.1415250680819242	0.7816294784729608
