name	simplitigs	cum len	kmers	superstr coef	genome frac
spneumoniae.1bc11.fa	905228	10056493	1004213	10.014203020643821	4.5272701080216
spneumoniae.1bc12.fa	1051093	13147899	1585876	8.290564838478403	5.918970969898461
spneumoniae.1bc13.fa	675054	10018608	1917960	5.223542366624748	4.510214895230978
spneumoniae.1bc14.fa	292122	5849671	2052085	2.850580722753007	2.633427046591771
spneumoniae.1bc15.fa	104406	3559835	2098151	1.6966420658051202	1.6025800032863418
spneumoniae.1bc16.fa	37174	2671680	2114070	1.263752403522091	1.2027470214715157
spneumoniae.1bc17.fa	15621	2370385	2120449	1.1178609408785338	1.0671088972072849
spneumoniae.1bc18.fa	8749	2272639	2123906	1.0700194875237945	1.0231052327112544
spneumoniae.1bc19.fa	6542	2244116	2126360	1.0553702116933112	1.0102646405395002
spneumoniae.1bc20.fa	5712	2236999	2128471	1.0509793327664212	1.0070606825236403
spneumoniae.1bc21.fa	5186	2234115	2130395	1.0486759621951591	1.0057623524804
spneumoniae.1bc22.fa	4944	2236022	2132198	1.0486830855554705	1.0066208529632223
spneumoniae.1bc23.fa	4735	2238076	2133906	1.0488057703915035	1.0075455304628114
spneumoniae.1bc24.fa	4454	2237999	2135557	1.047958400059937	1.0075108663111716
spneumoniae.1bc25.fa	4297	2240227	2137099	1.0482442985265705	1.0085138757897911
spneumoniae.1bc26.fa	4191	2243374	2138599	1.048980091872157	1.009930604169152
spneumoniae.1bc27.fa	3966	2243156	2140040	1.048171411535906	1.0098324641034702
spneumoniae.1bc28.fa	3832	2244875	2141411	1.0483025891947373	1.0106063300342365
spneumoniae.1bc29.fa	3714	2246726	2142734	1.0485186875630612	1.011439620224957
spneumoniae.1bc30.fa	3536	2246564	2144020	1.0478137393315172	1.0113666904513767
spneumoniae.1bc31.fa	3353	2245805	2145215	1.0468757647727882	1.0110250009566406
spneumoniae.1bc32.fa	3280	2248058	2146378	1.0473577030286398	1.0120392650299486
spneumoniae.4bc11.fa	905228	10056493	1004213	10.014203020643821	4.5272701080216
spneumoniae.4bc12.fa	1051093	13147899	1585876	8.290564838478403	5.918970969898461
spneumoniae.4bc13.fa	675054	10018608	1917960	5.223542366624748	4.510214895230978
spneumoniae.4bc14.fa	292122	5849671	2052085	2.850580722753007	2.633427046591771
spneumoniae.4bc15.fa	104406	3559835	2098151	1.6966420658051202	1.6025800032863418
spneumoniae.4bc16.fa	37174	2671680	2114070	1.263752403522091	1.2027470214715157
spneumoniae.4bc17.fa	15621	2370385	2120449	1.1178609408785338	1.0671088972072849
spneumoniae.4bc18.fa	8749	2272639	2123906	1.0700194875237945	1.0231052327112544
spneumoniae.4bc19.fa	6542	2244116	2126360	1.0553702116933112	1.0102646405395002
spneumoniae.4bc20.fa	5712	2236999	2128471	1.0509793327664212	1.0070606825236403
spneumoniae.4bc21.fa	5186	2234115	2130395	1.0486759621951591	1.0057623524804
spneumoniae.4bc22.fa	4944	2236022	2132198	1.0486830855554705	1.0066208529632223
spneumoniae.4bc23.fa	4735	2238076	2133906	1.0488057703915035	1.0075455304628114
spneumoniae.4bc24.fa	4454	2237999	2135557	1.047958400059937	1.0075108663111716
spneumoniae.4bc25.fa	4297	2240227	2137099	1.0482442985265705	1.0085138757897911
spneumoniae.4bc26.fa	4191	2243374	2138599	1.048980091872157	1.009930604169152
spneumoniae.4bc27.fa	3966	2243156	2140040	1.048171411535906	1.0098324641034702
spneumoniae.4bc28.fa	3832	2244875	2141411	1.0483025891947373	1.0106063300342365
spneumoniae.4bc29.fa	3714	2246726	2142734	1.0485186875630612	1.011439620224957
spneumoniae.4bc30.fa	3536	2246564	2144020	1.0478137393315172	1.0113666904513767
spneumoniae.4bc31.fa	3353	2245805	2145215	1.0468757647727882	1.0110250009566406
spneumoniae.4bc32.fa	3280	2248058	2146378	1.0473577030286398	1.0120392650299486
spneumoniae.pa11.fa	90190	1906113	1004213	1.8980973349544872	0.8581011698025719
spneumoniae.pa12.fa	127854	2992270	1585876	1.8868116076366097	1.3470714419161622
spneumoniae.pa13.fa	86476	2955672	1917960	1.5410402237363214	1.3305956156600933
spneumoniae.pa14.fa	38420	2551545	2052085	1.243383600588276	1.1486641921564478
spneumoniae.pa15.fa	14531	2301585	2098151	1.0969513837090983	1.0361362526251343
spneumoniae.pa16.fa	5972	2203650	2114070	1.0423658462171579	0.9920475033932603
spneumoniae.pa17.fa	3197	2171601	2120449	1.0241154652399356	0.977619563186671
spneumoniae.pa18.fa	2154	2160524	2123906	1.0172327339550444	0.9726328773721872
spneumoniae.pa19.fa	1907	2160686	2126360	1.0161344784417445	0.9727058071457673
spneumoniae.pa20.fa	1764	2161987	2128471	1.0157374476741727	0.9732914962533454
spneumoniae.pa21.fa	1576	2161915	2130395	1.0147858515829076	0.9732590830206431
spneumoniae.pa22.fa	1569	2165147	2132198	1.0154430665893137	0.9747140770219442
spneumoniae.pa23.fa	1530	2167566	2133906	1.0157634184471078	0.9758030716039823
spneumoniae.pa24.fa	1361	2166860	2135557	1.014647074799352	0.9754852418499853
spneumoniae.pa25.fa	1376	2170123	2137099	1.0154413199427454	0.9769541915486998
spneumoniae.pa26.fa	1354	2172449	2138599	1.01581624446373	0.9780013190384975
spneumoniae.pa27.fa	1230	2172020	2140040	1.0149313152024284	0.9778081901936465
spneumoniae.pa28.fa	1225	2174486	2141411	1.0154326205101432	0.9789183434136987
spneumoniae.pa29.fa	1197	2176250	2142734	1.0156284272355025	0.9797124676149038
spneumoniae.pa30.fa	1095	2175775	2144020	1.0147972364437567	0.9794986303158264
spneumoniae.pa31.fa	1076	2177495	2145215	1.0150332479507003	0.9802729464303802
spneumoniae.pa32.fa	1066	2179424	2146378	1.0153815046433368	0.981141350956528
