name	simplitigs	cum len	kmers
coxiella_endosymbiont.bc31.fsa	412	1288371	1276011
coxiella_endosymbiont.pa19.fsa	1251	1292482	1269964
coxiella_endosymbiont.pa23.fsa	571	1286205	1273643
coxiella_endosymbiont.pa27.fsa	233	1281322	1275264
coxiella_endosymbiont.pa31.fsa	133	1280001	1276011
coxiellalike_endosymbiont.bc19.fsa	257	659726	655100
coxiellalike_endosymbiont.bc23.fsa	30	655854	655194
coxiellalike_endosymbiont.bc27.fsa	18	655685	655217
coxiellalike_endosymbiont.bc31.fsa	11	655560	655230
coxiellalike_endosymbiont.pa19.fsa	56	656108	655100
coxiellalike_endosymbiont.pa23.fsa	11	655436	655194
coxiellalike_endosymbiont.pa27.fsa	6	655373	655217
coxiellalike_endosymbiont.pa31.fsa	4	655350	655230
crassaminicella_sp.bc19.fsa	13900	3199055	2948855
crassaminicella_sp.bc23.fsa	3917	3042972	2956798
crassaminicella_sp.bc27.fsa	3087	3041713	2961451
crassaminicella_sp.bc31.fsa	2721	3047015	2965385
crassaminicella_sp.pa19.fsa	2896	3000983	2948855
crassaminicella_sp.pa23.fsa	1252	2984342	2956798
crassaminicella_sp.pa27.fsa	1009	2987685	2961451
crassaminicella_sp.pa31.fsa	893	2992175	2965385
crinalium_epipsammum.bc19.fsa	25179	5869018	5415796
crinalium_epipsammum.bc23.fsa	11863	5699133	5438147
crinalium_epipsammum.bc27.fsa	8002	5659792	5451740
crinalium_epipsammum.bc31.fsa	5774	5634418	5461198
crinalium_epipsammum.pa19.fsa	6492	5532652	5415796
crinalium_epipsammum.pa23.fsa	3668	5518843	5438147
crinalium_epipsammum.pa27.fsa	2500	5516740	5451740
crinalium_epipsammum.pa31.fsa	1867	5517208	5461198
croceibacter_atlanticus.bc19.fsa	4506	3004676	2923568
croceibacter_atlanticus.bc23.fsa	829	2943756	2925518
croceibacter_atlanticus.bc27.fsa	592	2941835	2926443
croceibacter_atlanticus.bc31.fsa	462	2941002	2927142
croceibacter_atlanticus.pa19.fsa	836	2938616	2923568
croceibacter_atlanticus.pa23.fsa	263	2931304	2925518
croceibacter_atlanticus.pa27.fsa	185	2931253	2926443
croceibacter_atlanticus.pa31.fsa	151	2931672	2927142
croceicoccus_marinus.bc19.fsa	21863	4397822	4004288
croceicoccus_marinus.bc23.fsa	3038	4079741	4012905
croceicoccus_marinus.bc27.fsa	2020	4068618	4016098
croceicoccus_marinus.bc31.fsa	1507	4063611	4018401
croceicoccus_marinus.pa19.fsa	3989	4076090	4004288
croceicoccus_marinus.pa23.fsa	934	4033453	4012905
croceicoccus_marinus.pa27.fsa	632	4032530	4016098
croceicoccus_marinus.pa31.fsa	494	4033221	4018401
croceicoccus_naphthovorans.bc19.fsa	11914	3943629	3729177
croceicoccus_naphthovorans.bc23.fsa	2505	3790087	3734977
croceicoccus_naphthovorans.bc27.fsa	1629	3779949	3737595
croceicoccus_naphthovorans.bc31.fsa	1246	3776856	3739476
croceicoccus_naphthovorans.pa19.fsa	2356	3771585	3729177
croceicoccus_naphthovorans.pa23.fsa	786	3752269	3734977
croceicoccus_naphthovorans.pa27.fsa	504	3750699	3737595
croceicoccus_naphthovorans.pa31.fsa	412	3751836	3739476
crocosphaera_subtropica.bc19.fsa	17469	5661759	5347317
crocosphaera_subtropica.bc23.fsa	5865	5488169	5359139
crocosphaera_subtropica.bc27.fsa	3810	5464653	5365593
crocosphaera_subtropica.bc31.fsa	2683	5450395	5369905
crocosphaera_subtropica.pa19.fsa	3900	5417517	5347317
crocosphaera_subtropica.pa23.fsa	1821	5399201	5359139
crocosphaera_subtropica.pa27.fsa	1166	5395909	5365593
crocosphaera_subtropica.pa31.fsa	858	5395645	5369905
cronobacter_condimenti.bc19.fsa	8524	4602331	4448899
cronobacter_condimenti.bc23.fsa	1658	4489276	4452800
cronobacter_condimenti.bc27.fsa	1119	4483681	4454587
cronobacter_condimenti.bc31.fsa	851	4481377	4455847
cronobacter_condimenti.pa19.fsa	1613	4477933	4448899
cronobacter_condimenti.pa23.fsa	528	4464416	4452800
cronobacter_condimenti.pa27.fsa	341	4463453	4454587
cronobacter_condimenti.pa31.fsa	282	4464307	4455847
cronobacter_dublinensis.bc19.fsa	17217	4861677	4551771
cronobacter_dublinensis.bc23.fsa	3671	4641025	4560263
cronobacter_dublinensis.bc27.fsa	2600	4631951	4564351
cronobacter_dublinensis.bc31.fsa	2024	4628170	4567450
cronobacter_dublinensis.pa19.fsa	3370	4612431	4551771
cronobacter_dublinensis.pa23.fsa	1162	4585827	4560263
cronobacter_dublinensis.pa27.fsa	834	4586035	4564351
cronobacter_dublinensis.pa31.fsa	652	4587010	4567450
cronobacter_malonaticus.bc19.fsa	18182	5001804	4674528
cronobacter_malonaticus.bc23.fsa	6059	4819424	4686126
cronobacter_malonaticus.bc27.fsa	4860	4819806	4693446
cronobacter_malonaticus.bc31.fsa	4151	4824154	4699624
cronobacter_malonaticus.pa19.fsa	3921	4745106	4674528
cronobacter_malonaticus.pa23.fsa	1976	4729598	4686126
cronobacter_malonaticus.pa27.fsa	1597	4734968	4693446
cronobacter_malonaticus.pa31.fsa	1346	4740004	4699624
cronobacter_muytjensii.bc19.fsa	13644	4559690	4314098
cronobacter_muytjensii.bc23.fsa	2077	4365484	4319790
cronobacter_muytjensii.bc27.fsa	1279	4355198	4321944
cronobacter_muytjensii.bc31.fsa	1012	4353856	4323496
cronobacter_muytjensii.pa19.fsa	2484	4358810	4314098
cronobacter_muytjensii.pa23.fsa	639	4333848	4319790
cronobacter_muytjensii.pa27.fsa	402	4332396	4321944
cronobacter_muytjensii.pa31.fsa	306	4332676	4323496
cronobacter_turicensis.bc19.fsa	14937	4817013	4548147
cronobacter_turicensis.bc23.fsa	2514	4610214	4554906
cronobacter_turicensis.bc27.fsa	1659	4600827	4557693
cronobacter_turicensis.bc31.fsa	1230	4596625	4559725
cronobacter_turicensis.pa19.fsa	2832	4599066	4548090
cronobacter_turicensis.pa23.fsa	781	4572024	4554842
cronobacter_turicensis.pa27.fsa	537	4571587	4557625
cronobacter_turicensis.pa31.fsa	370	4570753	4559653
cronobacter_universalis.bc19.fsa	16639	4679456	4379954
cronobacter_universalis.bc23.fsa	2657	4445657	4387203
cronobacter_universalis.bc27.fsa	1747	4435566	4390144
cronobacter_universalis.bc31.fsa	1233	4429244	4392254
cronobacter_universalis.pa19.fsa	3019	4434296	4379954
cronobacter_universalis.pa23.fsa	844	4405771	4387203
cronobacter_universalis.pa27.fsa	559	4404678	4390144
cronobacter_universalis.pa31.fsa	394	4404074	4392254
cryobacterium_arcticum.bc19.fsa	33382	4891649	4290773
cryobacterium_arcticum.bc23.fsa	5530	4427315	4305655
cryobacterium_arcticum.bc27.fsa	3731	4408896	4311890
cryobacterium_arcticum.bc31.fsa	2716	4397933	4316453
cryobacterium_arcticum.pa19.fsa	6265	4403543	4290773
cryobacterium_arcticum.pa23.fsa	1674	4342483	4305655
cryobacterium_arcticum.pa27.fsa	1117	4340932	4311890
cryobacterium_arcticum.pa31.fsa	823	4341143	4316453
cryobacterium_sp.bc19.fsa	168374	10862368	7831636
cryobacterium_sp.bc23.fsa	67354	9438029	7956241
cryobacterium_sp.bc27.fsa	45196	9203281	8028185
cryobacterium_sp.bc31.fsa	30679	8997352	8076982
cryobacterium_sp.pa19.fsa	41343	8575810	7831636
cryobacterium_sp.pa23.fsa	21467	8428515	7956241
cryobacterium_sp.pa27.fsa	13322	8374557	8028185
cryobacterium_sp.pa31.fsa	9955	8375632	8076982
cryptobacterium_curtum.bc19.fsa	651	1613237	1601519
cryptobacterium_curtum.bc23.fsa	278	1608124	1602008
cryptobacterium_curtum.bc27.fsa	198	1607455	1602307
cryptobacterium_curtum.bc31.fsa	155	1607180	1602530
cryptobacterium_curtum.pa19.fsa	172	1604615	1601519
cryptobacterium_curtum.pa23.fsa	89	1603966	1602008
cryptobacterium_curtum.pa27.fsa	64	1603971	1602307
cryptobacterium_curtum.pa31.fsa	49	1604000	1602530
cupriavidus_basilensis.bc19.fsa	79669	9716852	8282810
cupriavidus_basilensis.bc23.fsa	9485	8522089	8313419
cupriavidus_basilensis.bc27.fsa	5147	8456234	8322412
cupriavidus_basilensis.bc31.fsa	3542	8434320	8328060
cupriavidus_basilensis.pa19.fsa	14148	8537474	8282810
cupriavidus_basilensis.pa23.fsa	2761	8374161	8313419
cupriavidus_basilensis.pa27.fsa	1546	8362608	8322412
cupriavidus_basilensis.pa31.fsa	1140	8362260	8328060
cupriavidus_campinensis.bc19.fsa	66635	7834369	6634939
cupriavidus_campinensis.bc23.fsa	5905	6788328	6658418
cupriavidus_campinensis.bc27.fsa	2710	6733861	6663401
cupriavidus_campinensis.bc31.fsa	1714	6717673	6666253
cupriavidus_campinensis.pa19.fsa	11614	6843991	6634939
cupriavidus_campinensis.pa23.fsa	1642	6694542	6658418
cupriavidus_campinensis.pa27.fsa	808	6684409	6663401
cupriavidus_campinensis.pa31.fsa	539	6682423	6666253
cupriavidus_gilardii.bc19.fsa	77255	6894229	5503639
cupriavidus_gilardii.bc23.fsa	6198	5667096	5530740
cupriavidus_gilardii.bc27.fsa	2577	5602666	5535664
cupriavidus_gilardii.bc31.fsa	1542	5584540	5538280
cupriavidus_gilardii.pa19.fsa	13429	5745361	5503639
cupriavidus_gilardii.pa23.fsa	1645	5566930	5530740
cupriavidus_gilardii.pa27.fsa	754	5555268	5535664
cupriavidus_gilardii.pa31.fsa	488	5552920	5538280
cupriavidus_malaysiensis.bc19.fsa	156947	10602076	7777030
cupriavidus_malaysiensis.bc23.fsa	13825	8138366	7834216
cupriavidus_malaysiensis.bc27.fsa	6542	8016201	7846109
cupriavidus_malaysiensis.bc31.fsa	4213	7979437	7853047
cupriavidus_malaysiensis.pa19.fsa	27368	8269654	7777030
cupriavidus_malaysiensis.pa23.fsa	3756	7916848	7834216
cupriavidus_malaysiensis.pa27.fsa	1946	7896705	7846109
cupriavidus_malaysiensis.pa31.fsa	1335	7893097	7853047
cupriavidus_metallidurans.bc19.fsa	305200	16269148	10775548
cupriavidus_metallidurans.bc23.fsa	232357	16224106	11112252
cupriavidus_metallidurans.bc27.fsa	209652	16856551	11405599
cupriavidus_metallidurans.bc31.fsa	190982	17401333	11671873
cupriavidus_metallidurans.pa19.fsa	91115	12415618	10775548
cupriavidus_metallidurans.pa23.fsa	76496	12795164	11112252
cupriavidus_metallidurans.pa27.fsa	67705	13165929	11405599
cupriavidus_metallidurans.pa31.fsa	63180	13567273	11671873
cupriavidus_necator.bc19.fsa	860902	33971812	18475576
cupriavidus_necator.bc23.fsa	476869	29742749	19251631
cupriavidus_necator.bc27.fsa	390063	29967848	19826210
cupriavidus_necator.bc31.fsa	327153	30118248	20303658
cupriavidus_necator.pa19.fsa	225856	22540984	18475576
cupriavidus_necator.pa23.fsa	154811	22657473	19251631
cupriavidus_necator.pa27.fsa	122244	23004554	19826210
cupriavidus_necator.pa31.fsa	107386	23525238	20303658
cupriavidus_oxalaticus.bc19.fsa	458405	20843420	12592130
cupriavidus_oxalaticus.bc23.fsa	233484	18116330	12979682
cupriavidus_oxalaticus.bc27.fsa	189240	18176934	13256694
cupriavidus_oxalaticus.bc31.fsa	156260	18172251	13484451
cupriavidus_oxalaticus.pa19.fsa	117047	14698976	12592130
cupriavidus_oxalaticus.pa23.fsa	75447	14639516	12979682
cupriavidus_oxalaticus.pa27.fsa	59641	14807360	13256694
cupriavidus_oxalaticus.pa31.fsa	51212	15020811	13484451
cupriavidus_pauculus.bc19.fsa	333742	18761771	12754415
cupriavidus_pauculus.bc23.fsa	78585	14666429	12937559
cupriavidus_pauculus.bc27.fsa	46556	14226503	13016047
cupriavidus_pauculus.bc31.fsa	29031	13935373	13064443
cupriavidus_pauculus.pa19.fsa	69340	14002535	12754415
cupriavidus_pauculus.pa23.fsa	24328	13472775	12937559
cupriavidus_pauculus.pa27.fsa	13252	13360599	13016047
cupriavidus_pauculus.pa31.fsa	9285	13342993	13064443
cupriavidus_pinatubonensis.bc19.fsa	46252	7987140	7154604
cupriavidus_pinatubonensis.bc23.fsa	6895	7325426	7173736
cupriavidus_pinatubonensis.bc27.fsa	3997	7284394	7180472
cupriavidus_pinatubonensis.bc31.fsa	2785	7268370	7184820
cupriavidus_pinatubonensis.pa19.fsa	8449	7306686	7154604
cupriavidus_pinatubonensis.pa23.fsa	2095	7219826	7173736
cupriavidus_pinatubonensis.pa27.fsa	1197	7211594	7180472
cupriavidus_pinatubonensis.pa31.fsa	914	7212240	7184820
cupriavidus_sp.bc19.fsa	270138	14291174	9428690
cupriavidus_sp.bc23.fsa	93879	11668995	9603657
cupriavidus_sp.bc27.fsa	81976	11850193	9718817
cupriavidus_sp.bc31.fsa	76635	12123278	9824228
cupriavidus_sp.pa19.fsa	59236	10494938	9428690
cupriavidus_sp.pa23.fsa	30060	10264977	9603657
cupriavidus_sp.pa27.fsa	26802	10415669	9718817
cupriavidus_sp.pa31.fsa	25347	10584638	9824228
curtobacterium_pusillum.bc19.fsa	52368	5389493	4446869
curtobacterium_pusillum.bc23.fsa	5350	4584843	4467143
curtobacterium_pusillum.bc27.fsa	2352	4533026	4471874
curtobacterium_pusillum.bc31.fsa	1481	4518801	4474371
curtobacterium_pusillum.pa19.fsa	9156	4611677	4446869
curtobacterium_pusillum.pa23.fsa	1435	4498713	4467143
curtobacterium_pusillum.pa27.fsa	701	4490100	4471874
curtobacterium_pusillum.pa31.fsa	479	4488741	4474371
curtobacterium_sp.bc19.fsa	478509	17974391	9361229
curtobacterium_sp.bc23.fsa	191235	13925176	9718006
curtobacterium_sp.bc27.fsa	135395	13451204	9930934
curtobacterium_sp.bc31.fsa	97172	12998446	10083286
curtobacterium_sp.pa19.fsa	114046	11414057	9361229
curtobacterium_sp.pa23.fsa	60965	11059236	9718006
curtobacterium_sp.pa27.fsa	40200	10976134	9930934
curtobacterium_sp.pa31.fsa	31677	11033596	10083286
cutibacterium_avidum.bc19.fsa	101326	5780000	3956132
cutibacterium_avidum.bc23.fsa	82880	5898703	4075343
cutibacterium_avidum.bc27.fsa	72404	6060619	4178115
cutibacterium_avidum.bc31.fsa	63307	6166982	4267772
cutibacterium_avidum.pa19.fsa	32011	4532330	3956132
cutibacterium_avidum.pa23.fsa	27247	4674777	4075343
cutibacterium_avidum.pa27.fsa	23278	4783343	4178115
cutibacterium_avidum.pa31.fsa	20833	4892762	4267772
cyanobacterium_aponinum.bc19.fsa	28823	4524460	4005646
cyanobacterium_aponinum.bc23.fsa	13542	4330246	4032322
cyanobacterium_aponinum.bc27.fsa	10120	4313015	4049895
cyanobacterium_aponinum.bc31.fsa	8171	4308585	4063455
cyanobacterium_aponinum.pa19.fsa	6763	4127380	4005646
cyanobacterium_aponinum.pa23.fsa	4035	4121092	4032322
cyanobacterium_aponinum.pa27.fsa	3055	4129325	4049895
cyanobacterium_aponinum.pa31.fsa	2562	4140315	4063455
cyanobacterium_endosymbiont.bc19.fsa	116045	7487179	5398369
cyanobacterium_endosymbiont.bc23.fsa	66633	6974066	5508140
cyanobacterium_endosymbiont.bc27.fsa	47576	6818799	5581823
cyanobacterium_endosymbiont.bc31.fsa	34265	6662708	5634758
cyanobacterium_endosymbiont.pa19.fsa	32950	5991469	5398369
cyanobacterium_endosymbiont.pa23.fsa	21199	5974518	5508140
cyanobacterium_endosymbiont.pa27.fsa	14659	5962957	5581823
cyanobacterium_endosymbiont.pa31.fsa	11062	5966618	5634758
cyanobium_gracile.bc19.fsa	31990	3850713	3274893
cyanobium_gracile.bc23.fsa	2961	3351774	3286632
cyanobium_gracile.bc27.fsa	1562	3329944	3289332
cyanobium_gracile.bc31.fsa	1108	3324310	3291070
cyanobium_gracile.pa19.fsa	5794	3379185	3274893
cyanobium_gracile.pa23.fsa	848	3305288	3286632
cyanobium_gracile.pa27.fsa	482	3301864	3289332
cyanobium_gracile.pa31.fsa	364	3301990	3291070
cyanobium_sp.bc19.fsa	23223	3323062	2905048
cyanobium_sp.bc23.fsa	1959	2956252	2913154
cyanobium_sp.bc27.fsa	979	2940318	2914864
cyanobium_sp.bc31.fsa	712	2937391	2916031
cyanobium_sp.pa19.fsa	4067	2978254	2905048
cyanobium_sp.pa23.fsa	548	2925210	2913154
cyanobium_sp.pa27.fsa	314	2923028	2914864
cyanobium_sp.pa31.fsa	241	2923261	2916031
cyanothece_sp.bc19.fsa	13427	5859304	5617618
cyanothece_sp.bc23.fsa	5082	5739293	5627489
cyanothece_sp.bc27.fsa	3621	5727642	5633496
cyanothece_sp.bc31.fsa	2948	5726568	5638128
cyanothece_sp.pa19.fsa	3234	5675830	5617618
cyanothece_sp.pa23.fsa	1662	5664053	5627489
cyanothece_sp.pa27.fsa	1203	5664774	5633496
cyanothece_sp.pa31.fsa	1011	5668458	5638128
cyclobacterium_amurskyense.bc19.fsa	14012	6270962	6018746
cyclobacterium_amurskyense.bc23.fsa	5832	6158231	6029927
cyclobacterium_amurskyense.bc27.fsa	4912	6165740	6038028
cyclobacterium_amurskyense.bc31.fsa	4097	6167796	6044886
cyclobacterium_amurskyense.pa19.fsa	3129	6075068	6018746
cyclobacterium_amurskyense.pa23.fsa	1759	6068625	6029927
cyclobacterium_amurskyense.pa27.fsa	1508	6077236	6038028
cyclobacterium_amurskyense.pa31.fsa	1275	6083136	6044886
cyclobacterium_marinum.bc19.fsa	13629	6373946	6128624
cyclobacterium_marinum.bc23.fsa	4195	6229180	6136890
cyclobacterium_marinum.bc27.fsa	3038	6220672	6141684
cyclobacterium_marinum.bc31.fsa	2329	6215143	6145273
cyclobacterium_marinum.pa19.fsa	2883	6180518	6128624
cyclobacterium_marinum.pa23.fsa	1308	6165666	6136890
cyclobacterium_marinum.pa27.fsa	959	6166618	6141684
cyclobacterium_marinum.pa31.fsa	743	6167563	6145273
cycloclasticus_sp.bc19.fsa	37322	3538741	2866945
cycloclasticus_sp.bc23.fsa	34196	3666304	2913992
cycloclasticus_sp.bc27.fsa	32410	3800907	2958247
cycloclasticus_sp.bc31.fsa	30621	3918764	3000134
cycloclasticus_sp.pa19.fsa	12146	3085573	2866945
cycloclasticus_sp.pa23.fsa	11327	3163186	2913992
cycloclasticus_sp.pa27.fsa	10645	3235017	2958247
cycloclasticus_sp.pa31.fsa	10149	3304604	3000134
cycloclasticus_zancles.bc19.fsa	1650	2644330	2614630
cycloclasticus_zancles.bc23.fsa	606	2629118	2615786
cycloclasticus_zancles.bc27.fsa	512	2629937	2616625
cycloclasticus_zancles.bc31.fsa	463	2631272	2617382
cycloclasticus_zancles.pa19.fsa	393	2621704	2614630
cycloclasticus_zancles.pa23.fsa	231	2620868	2615786
cycloclasticus_zancles.pa27.fsa	199	2621799	2616625
cycloclasticus_zancles.pa31.fsa	164	2622302	2617382
cystobacter_fuscus.bc19.fsa	205652	15724845	12023109
cystobacter_fuscus.bc23.fsa	33134	12843268	12114320
cystobacter_fuscus.bc27.fsa	19721	12660502	12147756
cystobacter_fuscus.bc31.fsa	13550	12576015	12169515
cystobacter_fuscus.pa19.fsa	38845	12722319	12023109
cystobacter_fuscus.pa23.fsa	9757	12328974	12114320
cystobacter_fuscus.pa27.fsa	5946	12302352	12147756
cystobacter_fuscus.pa31.fsa	4269	12297585	12169515
cytophaga_hutchinsonii.bc19.fsa	8924	4521399	4360767
cytophaga_hutchinsonii.bc23.fsa	2845	4428931	4366341
cytophaga_hutchinsonii.bc27.fsa	1954	4420304	4369500
cytophaga_hutchinsonii.bc31.fsa	1513	4417178	4371788
cytophaga_hutchinsonii.pa19.fsa	1933	4395561	4360767
cytophaga_hutchinsonii.pa23.fsa	894	4386009	4366341
cytophaga_hutchinsonii.pa27.fsa	615	4385490	4369500
cytophaga_hutchinsonii.pa31.fsa	494	4386608	4371788
cytophagales_bacterium.bc19.fsa	9795	5443702	5267392
cytophagales_bacterium.bc23.fsa	2865	5335978	5272948
cytophagales_bacterium.bc27.fsa	2341	5337342	5276476
cytophagales_bacterium.bc31.fsa	1983	5338893	5279403
cytophagales_bacterium.pa19.fsa	1921	5301593	5267015
cytophagales_bacterium.pa23.fsa	888	5292059	5272523
cytophagales_bacterium.pa27.fsa	724	5294835	5276011
cytophagales_bacterium.pa31.fsa	622	5297562	5278902
dactylococcopsis_salina.bc19.fsa	29946	4008950	3469922
dactylococcopsis_salina.bc23.fsa	22051	3991782	3506660
dactylococcopsis_salina.bc27.fsa	18565	4018735	3536045
dactylococcopsis_salina.bc31.fsa	15953	4039439	3560849
dactylococcopsis_salina.pa19.fsa	8552	3623858	3469922
dactylococcopsis_salina.pa23.fsa	6866	3657712	3506660
dactylococcopsis_salina.pa27.fsa	5904	3689549	3536045
dactylococcopsis_salina.pa31.fsa	5134	3714869	3560849
dechloromonas_aromatica.bc19.fsa	12074	4651674	4434342
dechloromonas_aromatica.bc23.fsa	3025	4507459	4440909
dechloromonas_aromatica.bc27.fsa	1901	4493454	4444028
dechloromonas_aromatica.bc31.fsa	1272	4484230	4446070
dechloromonas_aromatica.pa19.fsa	2520	4479702	4434342
dechloromonas_aromatica.pa23.fsa	957	4461963	4440909
dechloromonas_aromatica.pa27.fsa	573	4458926	4444028
dechloromonas_aromatica.pa31.fsa	410	4458370	4446070
dechloromonas_sp.bc19.fsa	5899	3300687	3194505
dechloromonas_sp.bc23.fsa	1227	3224342	3197348
dechloromonas_sp.bc27.fsa	787	3219080	3198618
dechloromonas_sp.bc31.fsa	560	3216281	3199481
dechloromonas_sp.pa19.fsa	1164	3215457	3194505
dechloromonas_sp.pa23.fsa	393	3205994	3197348
dechloromonas_sp.pa27.fsa	244	3204962	3198618
dechloromonas_sp.pa31.fsa	185	3205031	3199481
deferribacter_desulfuricans.bc19.fsa	9365	2660359	2491789
deferribacter_desulfuricans.bc23.fsa	1593	2531085	2496039
deferribacter_desulfuricans.bc27.fsa	1014	2524158	2497794
deferribacter_desulfuricans.bc31.fsa	749	2521505	2499035
deferribacter_desulfuricans.pa19.fsa	1736	2523037	2491789
deferribacter_desulfuricans.pa23.fsa	494	2506907	2496039
deferribacter_desulfuricans.pa27.fsa	339	2506608	2497794
deferribacter_desulfuricans.pa31.fsa	249	2506505	2499035
defluviimonas_alba.bc19.fsa	47360	5685728	4833248
defluviimonas_alba.bc23.fsa	5931	4983064	4852582
defluviimonas_alba.bc27.fsa	3510	4949852	4858592
defluviimonas_alba.bc31.fsa	2710	4944181	4862881
defluviimonas_alba.pa19.fsa	8734	4990460	4833248
defluviimonas_alba.pa23.fsa	1772	4891566	4852582
defluviimonas_alba.pa27.fsa	1146	4888388	4858592
defluviimonas_alba.pa31.fsa	917	4890391	4862881
dehalobacter_restrictus.bc19.fsa	36627	4183199	3523913
dehalobacter_restrictus.bc23.fsa	29680	4220100	3567140
dehalobacter_restrictus.bc27.fsa	24962	4252186	3603174
dehalobacter_restrictus.bc31.fsa	21295	4272605	3633755
dehalobacter_restrictus.pa19.fsa	11601	3732659	3523841
dehalobacter_restrictus.pa23.fsa	9680	3780016	3567056
dehalobacter_restrictus.pa27.fsa	7996	3810979	3603083
dehalobacter_restrictus.pa31.fsa	6995	3843510	3633660
dehalobacter_sp.bc19.fsa	8498	3299873	3146909
dehalobacter_sp.bc23.fsa	5557	3277946	3155692
dehalobacter_sp.bc27.fsa	4459	3278218	3162284
dehalobacter_sp.bc31.fsa	3621	3276272	3167642
dehalobacter_sp.pa19.fsa	2492	3191765	3146909
dehalobacter_sp.pa23.fsa	1793	3195138	3155692
dehalobacter_sp.pa27.fsa	1424	3199308	3162284
dehalobacter_sp.pa31.fsa	1192	3203402	3167642
dehalobacterium_formicoaceticum.bc19.fsa	8006	3751847	3607739
dehalobacterium_formicoaceticum.bc23.fsa	4548	3715646	3615590
dehalobacterium_formicoaceticum.bc27.fsa	3602	3715029	3621377
dehalobacterium_formicoaceticum.bc31.fsa	2912	3713411	3626051
dehalobacterium_formicoaceticum.pa19.fsa	2269	3648581	3607739
dehalobacterium_formicoaceticum.pa23.fsa	1540	3649470	3615590
dehalobacterium_formicoaceticum.pa27.fsa	1227	3653279	3621377
dehalobacterium_formicoaceticum.pa31.fsa	1026	3656831	3626051
dehalococcoides_mccartyi.bc19.fsa	308199	12192546	6644964
dehalococcoides_mccartyi.bc23.fsa	266789	12899874	7030516
dehalococcoides_mccartyi.bc27.fsa	234050	13453277	7367977
dehalococcoides_mccartyi.bc31.fsa	212413	14041011	7668621
dehalococcoides_mccartyi.pa19.fsa	99868	8442544	6644920
dehalococcoides_mccartyi.pa23.fsa	87735	8960634	7030464
dehalococcoides_mccartyi.pa27.fsa	73471	9278163	7367917
dehalococcoides_mccartyi.pa31.fsa	70113	9771943	7668553
dehalococcoides_sp.bc19.fsa	1687	1491352	1460986
dehalococcoides_sp.bc23.fsa	1011	1484830	1462588
dehalococcoides_sp.bc27.fsa	812	1484922	1463810
dehalococcoides_sp.bc31.fsa	675	1485062	1464812
dehalococcoides_sp.pa19.fsa	488	1469770	1460986
dehalococcoides_sp.pa23.fsa	347	1470222	1462588
dehalococcoides_sp.pa27.fsa	270	1470830	1463810
dehalococcoides_sp.pa31.fsa	216	1471292	1464812
dehalogenimonas_formicexedens.bc19.fsa	3865	2112004	2042434
dehalogenimonas_formicexedens.bc23.fsa	2049	2091058	2045980
dehalogenimonas_formicexedens.bc27.fsa	1412	2084959	2048247
dehalogenimonas_formicexedens.bc31.fsa	951	2078298	2049768
dehalogenimonas_formicexedens.pa19.fsa	1083	2061928	2042434
dehalogenimonas_formicexedens.pa23.fsa	654	2060368	2045980
dehalogenimonas_formicexedens.pa27.fsa	433	2059505	2048247
dehalogenimonas_formicexedens.pa31.fsa	301	2058798	2049768
dehalogenimonas_lykanthroporepellens.bc19.fsa	3014	1664865	1610613
dehalogenimonas_lykanthroporepellens.bc23.fsa	1558	1647621	1613345
dehalogenimonas_lykanthroporepellens.bc27.fsa	1195	1646283	1615213
dehalogenimonas_lykanthroporepellens.bc31.fsa	1004	1646849	1616729
dehalogenimonas_lykanthroporepellens.pa19.fsa	809	1625175	1610613
dehalogenimonas_lykanthroporepellens.pa23.fsa	511	1624587	1613345
dehalogenimonas_lykanthroporepellens.pa27.fsa	400	1625613	1615213
dehalogenimonas_lykanthroporepellens.pa31.fsa	334	1626749	1616729
deinococcus_actinosclerus.bc19.fsa	214892	9282892	5414836
deinococcus_actinosclerus.bc23.fsa	119911	8244495	5606453
deinococcus_actinosclerus.bc27.fsa	103083	8433151	5752993
deinococcus_actinosclerus.bc31.fsa	89991	8580276	5880546
deinococcus_actinosclerus.pa19.fsa	56777	6436822	5414836
deinococcus_actinosclerus.pa23.fsa	39030	6465113	5606453
deinococcus_actinosclerus.pa27.fsa	33033	6611851	5752993
deinococcus_actinosclerus.pa31.fsa	29640	6769746	5880546
deinococcus_deserti.bc19.fsa	7527	3958269	3822783
deinococcus_deserti.bc23.fsa	1296	3854598	3826086
deinococcus_deserti.bc27.fsa	778	3847542	3827314
deinococcus_deserti.bc31.fsa	583	3845657	3828167
deinococcus_deserti.pa19.fsa	1453	3848937	3822783
deinococcus_deserti.pa23.fsa	406	3835018	3826086
deinococcus_deserti.pa27.fsa	252	3833866	3827314
deinococcus_deserti.pa31.fsa	198	3834107	3828167
deinococcus_ficus.bc19.fsa	46307	4944055	4110529
deinococcus_ficus.bc23.fsa	2948	4190565	4125709
deinococcus_ficus.bc27.fsa	1231	4159960	4127954
deinococcus_ficus.bc31.fsa	810	4153502	4129202
deinococcus_ficus.pa19.fsa	8136	4256977	4110529
deinococcus_ficus.pa23.fsa	771	4142671	4125709
deinococcus_ficus.pa27.fsa	381	4137860	4127954
deinococcus_ficus.pa31.fsa	259	4136972	4129202
deinococcus_geothermalis.bc19.fsa	10291	3343498	3158260
deinococcus_geothermalis.bc23.fsa	1873	3204095	3162889
