name	simplitigs	cum len	kmers
mucilaginibacter_xinganensis.pa19.fsa	1525	5295949	5268499
mucilaginibacter_xinganensis.pa23.fsa	527	5284032	5272438
mucilaginibacter_xinganensis.pa27.fsa	295	5281767	5274097
mucilaginibacter_xinganensis.pa31.fsa	223	5281840	5275150
muribaculaceae_bacterium.bc19.fsa	9107	3408242	3244316
muribaculaceae_bacterium.bc23.fsa	3050	3317401	3250301
muribaculaceae_bacterium.bc27.fsa	2327	3314379	3253877
muribaculaceae_bacterium.bc31.fsa	1990	3316539	3256839
muribaculaceae_bacterium.pa19.fsa	2064	3281468	3244316
muribaculaceae_bacterium.pa23.fsa	966	3271553	3250301
muribaculaceae_bacterium.pa27.fsa	766	3273793	3253877
muribaculaceae_bacterium.pa31.fsa	654	3276459	3256839
muribaculum_intestinale.bc19.fsa	5203	3216104	3122450
muribaculum_intestinale.bc23.fsa	3163	3197230	3127644
muribaculum_intestinale.bc27.fsa	2623	3199851	3131653
muribaculum_intestinale.bc31.fsa	2243	3202354	3135064
muribaculum_intestinale.pa19.fsa	1447	3148496	3122450
muribaculum_intestinale.pa23.fsa	1028	3150260	3127644
muribaculum_intestinale.pa27.fsa	854	3153857	3131653
muribaculum_intestinale.pa31.fsa	737	3157174	3135064
muricauda_lutaonensis.bc19.fsa	2716	3269997	3221109
muricauda_lutaonensis.bc23.fsa	666	3237154	3222502
muricauda_lutaonensis.bc27.fsa	489	3235971	3223257
muricauda_lutaonensis.bc31.fsa	392	3235591	3223831
muricauda_lutaonensis.pa19.fsa	547	3230955	3221109
muricauda_lutaonensis.pa23.fsa	218	3227298	3222502
muricauda_lutaonensis.pa27.fsa	156	3227313	3223257
muricauda_lutaonensis.pa31.fsa	133	3227821	3223831
muricauda_ruestringensis.bc19.fsa	5963	3920519	3813185
muricauda_ruestringensis.bc23.fsa	2122	3863910	3817226
muricauda_ruestringensis.bc27.fsa	1465	3857670	3819580
muricauda_ruestringensis.bc31.fsa	1021	3851845	3821215
muricauda_ruestringensis.pa19.fsa	1358	3837629	3813185
muricauda_ruestringensis.pa23.fsa	667	3831900	3817226
muricauda_ruestringensis.pa27.fsa	455	3831410	3819580
muricauda_ruestringensis.pa31.fsa	327	3831025	3821215
muricauda_sp.bc19.fsa	9393	4726800	4557726
muricauda_sp.bc23.fsa	3851	4649547	4564825
muricauda_sp.bc27.fsa	2629	4637383	4569029
muricauda_sp.bc31.fsa	1871	4628068	4571938
muricauda_sp.pa19.fsa	2352	4600062	4557726
muricauda_sp.pa23.fsa	1223	4591731	4564825
muricauda_sp.pa27.fsa	792	4589621	4569029
muricauda_sp.pa31.fsa	611	4590268	4571938
muriicola_sp.bc19.fsa	2278	3092717	3051713
muriicola_sp.bc23.fsa	927	3073740	3053346
muriicola_sp.bc27.fsa	629	3070711	3054357
muriicola_sp.bc31.fsa	518	3070656	3055116
muriicola_sp.pa19.fsa	543	3061487	3051713
muriicola_sp.pa23.fsa	303	3060012	3053346
muriicola_sp.pa27.fsa	189	3059271	3054357
muriicola_sp.pa31.fsa	170	3060216	3055116
mycetocola_sp.bc19.fsa	8575	3324720	3170370
mycetocola_sp.bc23.fsa	1796	3214175	3174663
mycetocola_sp.bc27.fsa	1096	3204978	3176482
mycetocola_sp.bc31.fsa	768	3200709	3177669
mycetocola_sp.pa19.fsa	1673	3200484	3170370
mycetocola_sp.pa23.fsa	539	3186521	3174663
mycetocola_sp.pa27.fsa	335	3185192	3176482
mycetocola_sp.pa31.fsa	248	3185109	3177669
mycoavidus_cysteinexigens.bc19.fsa	25154	3031425	2578653
mycoavidus_cysteinexigens.bc23.fsa	17890	3001648	2608068
mycoavidus_cysteinexigens.bc27.fsa	13082	2969317	2629185
mycoavidus_cysteinexigens.bc31.fsa	10102	2947887	2644827
mycoavidus_cysteinexigens.pa19.fsa	7649	2716335	2578653
mycoavidus_cysteinexigens.pa23.fsa	5654	2732456	2608068
mycoavidus_cysteinexigens.pa27.fsa	3971	2732431	2629185
mycoavidus_cysteinexigens.pa31.fsa	3250	2742327	2644827
mycobacterium_branderi.bc19.fsa	46306	6687625	5854117
mycobacterium_branderi.bc23.fsa	8038	6052304	5875468
mycobacterium_branderi.bc27.fsa	4452	5999117	5883365
mycobacterium_branderi.bc31.fsa	2788	5971687	5888047
mycobacterium_branderi.pa19.fsa	8911	6014515	5854117
mycobacterium_branderi.pa23.fsa	2429	5928906	5875468
mycobacterium_branderi.pa27.fsa	1293	5916983	5883365
mycobacterium_branderi.pa31.fsa	891	5914777	5888047
mycobacterium_canettii.bc19.fsa	27515	4832939	4337669
mycobacterium_canettii.bc23.fsa	9049	4556900	4357822
mycobacterium_canettii.bc27.fsa	4903	4494640	4367162
mycobacterium_canettii.bc31.fsa	3108	4465592	4372352
mycobacterium_canettii.pa19.fsa	6015	4445939	4337669
mycobacterium_canettii.pa23.fsa	2643	4415968	4357822
mycobacterium_canettii.pa27.fsa	1433	4404420	4367162
mycobacterium_canettii.pa31.fsa	982	4401812	4372352
mycobacterium_chimaera.bc19.fsa	309759	15641226	10065564
mycobacterium_chimaera.bc23.fsa	203608	14852365	10372989
mycobacterium_chimaera.bc27.fsa	182014	15361857	10629493
mycobacterium_chimaera.bc31.fsa	167367	15883566	10862556
mycobacterium_chimaera.pa19.fsa	85982	11613240	10065564
mycobacterium_chimaera.pa23.fsa	66681	11839971	10372989
mycobacterium_chimaera.pa27.fsa	58869	12160087	10629493
mycobacterium_chimaera.pa31.fsa	55319	12522126	10862556
mycobacterium_colombiense.bc19.fsa	49079	6420753	5537331
mycobacterium_colombiense.bc23.fsa	5176	5669390	5555518
mycobacterium_colombiense.bc27.fsa	2421	5623006	5560060
mycobacterium_colombiense.bc31.fsa	1458	5606275	5562535
mycobacterium_colombiense.pa19.fsa	8705	5694021	5537331
mycobacterium_colombiense.pa23.fsa	1465	5587748	5555518
mycobacterium_colombiense.pa27.fsa	717	5578702	5560060
mycobacterium_colombiense.pa31.fsa	459	5576305	5562535
mycobacterium_conspicuum.bc19.fsa	64501	7309224	6148206
mycobacterium_conspicuum.bc23.fsa	12538	6458459	6182623
mycobacterium_conspicuum.bc27.fsa	5767	6344727	6194785
mycobacterium_conspicuum.bc31.fsa	2930	6288236	6200336
mycobacterium_conspicuum.pa19.fsa	12105	6366096	6148206
mycobacterium_conspicuum.pa23.fsa	3453	6258589	6182623
mycobacterium_conspicuum.pa27.fsa	1509	6234019	6194785
mycobacterium_conspicuum.pa31.fsa	882	6226796	6200336
mycobacterium_dioxanotrophicus.bc19.fsa	57815	8916050	7875380
mycobacterium_dioxanotrophicus.bc23.fsa	6515	8039955	7896625
mycobacterium_dioxanotrophicus.bc27.fsa	3846	8003006	7903010
mycobacterium_dioxanotrophicus.bc31.fsa	2841	7992575	7907345
mycobacterium_dioxanotrophicus.pa19.fsa	10080	8056820	7875380
mycobacterium_dioxanotrophicus.pa23.fsa	1957	7939679	7896625
mycobacterium_dioxanotrophicus.pa27.fsa	1189	7933924	7903010
mycobacterium_dioxanotrophicus.pa31.fsa	929	7935215	7907345
mycobacterium_florentinum.bc19.fsa	41196	6899017	6157489
mycobacterium_florentinum.bc23.fsa	4172	6264079	6172295
mycobacterium_florentinum.bc27.fsa	1881	6224712	6175806
mycobacterium_florentinum.bc31.fsa	1151	6212206	6177676
mycobacterium_florentinum.pa19.fsa	7196	6287017	6157489
mycobacterium_florentinum.pa23.fsa	1185	6198365	6172295
mycobacterium_florentinum.pa27.fsa	551	6190132	6175806
mycobacterium_florentinum.pa31.fsa	368	6188716	6177676
mycobacterium_gallinarum.bc19.fsa	32411	6798888	6215490
mycobacterium_gallinarum.bc23.fsa	3831	6311853	6227571
mycobacterium_gallinarum.bc27.fsa	2050	6284490	6231190
mycobacterium_gallinarum.bc31.fsa	1372	6274498	6233338
mycobacterium_gallinarum.pa19.fsa	5727	6318576	6215490
mycobacterium_gallinarum.pa23.fsa	1132	6252475	6227571
mycobacterium_gallinarum.pa27.fsa	613	6247128	6231190
mycobacterium_gallinarum.pa31.fsa	451	6246868	6233338
mycobacterium_grossiae.bc19.fsa	87361	7158651	5586153
mycobacterium_grossiae.bc23.fsa	5518	5735278	5613882
mycobacterium_grossiae.bc27.fsa	2255	5676805	5618175
mycobacterium_grossiae.bc31.fsa	1401	5662496	5620466
mycobacterium_grossiae.pa19.fsa	14675	5850303	5586153
mycobacterium_grossiae.pa23.fsa	1455	5645892	5613882
mycobacterium_grossiae.pa27.fsa	673	5635673	5618175
mycobacterium_grossiae.pa31.fsa	444	5633786	5620466
mycobacterium_heidelbergense.bc19.fsa	50434	5827162	4919350
mycobacterium_heidelbergense.bc23.fsa	11762	5205285	4946521
mycobacterium_heidelbergense.bc27.fsa	7721	5160096	4959350
mycobacterium_heidelbergense.bc31.fsa	5590	5135816	4968116
mycobacterium_heidelbergense.pa19.fsa	10283	5104444	4919350
mycobacterium_heidelbergense.pa23.fsa	3543	5024467	4946521
mycobacterium_heidelbergense.pa27.fsa	2304	5019254	4959350
mycobacterium_heidelbergense.pa31.fsa	1769	5021186	4968116
mycobacterium_lacus.bc19.fsa	38662	5542510	4846594
mycobacterium_lacus.bc23.fsa	10812	5109376	4871512
mycobacterium_lacus.bc27.fsa	6176	5043272	4882696
mycobacterium_lacus.bc31.fsa	4390	5021440	4889740
mycobacterium_lacus.pa19.fsa	8121	4992772	4846594
mycobacterium_lacus.pa23.fsa	3188	4941648	4871512
mycobacterium_lacus.pa27.fsa	1891	4931862	4882696
mycobacterium_lacus.pa31.fsa	1391	4931470	4889740
mycobacterium_lepraemurium.bc19.fsa	36181	4659910	4008652
mycobacterium_lepraemurium.bc23.fsa	2420	4073627	4020387
mycobacterium_lepraemurium.bc27.fsa	950	4046940	4022240
mycobacterium_lepraemurium.bc31.fsa	483	4037607	4023117
mycobacterium_lepraemurium.pa19.fsa	6222	4120648	4008652
mycobacterium_lepraemurium.pa23.fsa	637	4034401	4020387
mycobacterium_lepraemurium.pa27.fsa	279	4029494	4022240
mycobacterium_lepraemurium.pa31.fsa	147	4027527	4023117
mycobacterium_liflandii.bc19.fsa	43998	6731880	5939916
mycobacterium_liflandii.bc23.fsa	10678	6202500	5967584
mycobacterium_liflandii.bc27.fsa	4918	6105607	5977739
mycobacterium_liflandii.bc31.fsa	3236	6080205	5983125
mycobacterium_liflandii.pa19.fsa	8857	6099342	5939916
mycobacterium_liflandii.pa23.fsa	3058	6034860	5967584
mycobacterium_liflandii.pa27.fsa	1449	6015413	5977739
mycobacterium_liflandii.pa31.fsa	1075	6015375	5983125
mycobacterium_mantenii.bc19.fsa	45704	6887343	6064671
mycobacterium_mantenii.bc23.fsa	7249	6244041	6084563
mycobacterium_mantenii.bc27.fsa	3960	6194458	6091498
mycobacterium_mantenii.bc31.fsa	2574	6172920	6095700
mycobacterium_mantenii.pa19.fsa	8525	6218121	6064671
mycobacterium_mantenii.pa23.fsa	2140	6131643	6084563
mycobacterium_mantenii.pa27.fsa	1174	6122022	6091498
mycobacterium_mantenii.pa31.fsa	822	6120360	6095700
mycobacterium_marseillense.bc19.fsa	106318	7983231	6069507
mycobacterium_marseillense.bc23.fsa	60972	7505063	6163679
mycobacterium_marseillense.bc27.fsa	55652	7668224	6221272
mycobacterium_marseillense.bc31.fsa	52662	7873145	6293285
mycobacterium_marseillense.pa19.fsa	27693	6567981	6069507
mycobacterium_marseillense.pa23.fsa	19939	6602337	6163679
mycobacterium_marseillense.pa27.fsa	18233	6714808	6240750
mycobacterium_marseillense.pa31.fsa	17445	6836113	6312763
mycobacterium_noviomagense.bc19.fsa	22602	5095596	4688760
mycobacterium_noviomagense.bc23.fsa	4448	4797508	4699652
mycobacterium_noviomagense.bc27.fsa	2676	4773779	4704203
mycobacterium_noviomagense.bc31.fsa	1913	4764592	4707202
mycobacterium_noviomagense.pa19.fsa	4386	4767708	4688760
mycobacterium_noviomagense.pa23.fsa	1344	4729220	4699652
mycobacterium_noviomagense.pa27.fsa	812	4725315	4704203
mycobacterium_noviomagense.pa31.fsa	624	4725922	4707202
mycobacterium_novum.bc19.fsa	42900	5131261	4359061
mycobacterium_novum.bc23.fsa	5957	4509043	4377989
mycobacterium_novum.bc27.fsa	2676	4452719	4383143
mycobacterium_novum.bc31.fsa	1794	4439827	4386007
mycobacterium_novum.pa19.fsa	7885	4500991	4359061
mycobacterium_novum.pa23.fsa	1648	4414245	4377989
mycobacterium_novum.pa27.fsa	804	4404047	4383143
mycobacterium_novum.pa31.fsa	572	4403167	4386007
mycobacterium_paragordonae.bc19.fsa	68595	8289032	7054322
mycobacterium_paragordonae.bc23.fsa	13303	7384039	7091373
mycobacterium_paragordonae.bc27.fsa	5662	7250374	7103162
mycobacterium_paragordonae.bc31.fsa	3382	7210301	7108841
mycobacterium_paragordonae.pa19.fsa	13165	7291292	7054322
mycobacterium_paragordonae.pa23.fsa	3719	7173191	7091373
mycobacterium_paragordonae.pa27.fsa	1588	7144450	7103162
mycobacterium_paragordonae.pa31.fsa	1082	7141301	7108841
mycobacterium_paraintracellulare.bc19.fsa	48791	6314342	5436104
mycobacterium_paraintracellulare.bc23.fsa	6742	5604482	5456158
mycobacterium_paraintracellulare.bc27.fsa	3632	5557068	5462636
mycobacterium_paraintracellulare.bc31.fsa	2551	5543185	5466655
mycobacterium_paraintracellulare.pa19.fsa	8943	5597078	5436104
mycobacterium_paraintracellulare.pa23.fsa	1994	5500026	5456158
mycobacterium_paraintracellulare.pa27.fsa	1095	5491106	5462636
mycobacterium_paraintracellulare.pa31.fsa	822	5491315	5466655
mycobacterium_paraseoulense.bc19.fsa	50070	6903019	6001759
mycobacterium_paraseoulense.bc23.fsa	5867	6150008	6020934
mycobacterium_paraseoulense.bc27.fsa	3031	6105157	6026351
mycobacterium_paraseoulense.bc31.fsa	1914	6086918	6029498
mycobacterium_paraseoulense.pa19.fsa	9010	6163939	6001759
mycobacterium_paraseoulense.pa23.fsa	1714	6058642	6020934
mycobacterium_paraseoulense.pa27.fsa	888	6049439	6026351
mycobacterium_paraseoulense.pa31.fsa	612	6047858	6029498
mycobacterium_parmense.bc19.fsa	53446	6824866	5862838
mycobacterium_parmense.bc23.fsa	6276	6021460	5883388
mycobacterium_parmense.bc27.fsa	3327	5975697	5889195
mycobacterium_parmense.bc31.fsa	2294	5961645	5892825
mycobacterium_parmense.pa19.fsa	9546	6034666	5862838
mycobacterium_parmense.pa23.fsa	1811	5923230	5883388
mycobacterium_parmense.pa27.fsa	1008	5915403	5889195
mycobacterium_parmense.pa31.fsa	736	5914905	5892825
mycobacterium_pseudoshottsii.bc19.fsa	40152	6487628	5764892
mycobacterium_pseudoshottsii.bc23.fsa	8566	5976939	5788487
mycobacterium_pseudoshottsii.bc27.fsa	3508	5887329	5796121
mycobacterium_pseudoshottsii.bc31.fsa	2149	5864329	5799859
mycobacterium_pseudoshottsii.pa19.fsa	7895	5907002	5764892
mycobacterium_pseudoshottsii.pa23.fsa	2419	5841705	5788487
mycobacterium_pseudoshottsii.pa27.fsa	1034	5823005	5796121
mycobacterium_pseudoshottsii.pa31.fsa	708	5821099	5799859
mycobacterium_saskatchewanense.bc19.fsa	47093	6749471	5901797
mycobacterium_saskatchewanense.bc23.fsa	4901	6026617	5918795
mycobacterium_saskatchewanense.bc27.fsa	2515	5988609	5923219
mycobacterium_saskatchewanense.bc31.fsa	1767	5978954	5925944
mycobacterium_saskatchewanense.pa19.fsa	8252	6050333	5901797
mycobacterium_saskatchewanense.pa23.fsa	1411	5949837	5918795
mycobacterium_saskatchewanense.pa27.fsa	759	5942953	5923219
mycobacterium_saskatchewanense.pa31.fsa	579	5943314	5925944
mycobacterium_seoulense.bc19.fsa	46639	6310511	5471009
mycobacterium_seoulense.bc23.fsa	5433	5608362	5488836
mycobacterium_seoulense.bc27.fsa	2759	5565520	5493786
mycobacterium_seoulense.bc31.fsa	1714	5548047	5496627
mycobacterium_seoulense.pa19.fsa	8343	5621183	5471009
mycobacterium_seoulense.pa23.fsa	1586	5523728	5488836
mycobacterium_seoulense.pa27.fsa	807	5514768	5493786
mycobacterium_seoulense.pa31.fsa	546	5513007	5496627
mycobacterium_shigaense.bc19.fsa	51438	6220519	5294635
mycobacterium_shigaense.bc23.fsa	20145	5772491	5329301
mycobacterium_shigaense.bc27.fsa	18186	5827275	5354439
mycobacterium_shigaense.bc31.fsa	17424	5900834	5378114
mycobacterium_shigaense.pa19.fsa	11576	5503003	5294635
mycobacterium_shigaense.pa23.fsa	6543	5473247	5329301
mycobacterium_shigaense.pa27.fsa	5993	5510257	5354439
mycobacterium_shigaense.pa31.fsa	5789	5551784	5378114
mycobacterium_shinjukuense.bc19.fsa	41756	5095726	4344118
mycobacterium_shinjukuense.bc23.fsa	12021	4636053	4371591
mycobacterium_shinjukuense.bc27.fsa	6902	4563570	4384118
mycobacterium_shinjukuense.bc31.fsa	4667	4531768	4391758
mycobacterium_shinjukuense.pa19.fsa	8800	4502518	4344118
mycobacterium_shinjukuense.pa23.fsa	3545	4449581	4371591
mycobacterium_shinjukuense.pa27.fsa	2054	4437522	4384118
mycobacterium_shinjukuense.pa31.fsa	1494	4436578	4391758
mycobacterium_shottsii.bc19.fsa	35446	6112615	5474587
mycobacterium_shottsii.bc23.fsa	8196	5676265	5495953
mycobacterium_shottsii.bc27.fsa	4081	5609996	5503890
mycobacterium_shottsii.bc31.fsa	2955	5597336	5508686
mycobacterium_shottsii.pa19.fsa	7143	5603161	5474587
mycobacterium_shottsii.pa23.fsa	2429	5549391	5495953
mycobacterium_shottsii.pa27.fsa	1288	5537378	5503890
mycobacterium_shottsii.pa31.fsa	1022	5539346	5508686
mycobacterium_sp.bc19.fsa	2951073	104357396	51238082
mycobacterium_sp.bc23.fsa	837688	71483817	53054681
mycobacterium_sp.bc27.fsa	529831	67717451	53941845
mycobacterium_sp.bc31.fsa	356030	65203925	54523025
mycobacterium_sp.pa19.fsa	622678	62446286	51238082
mycobacterium_sp.pa23.fsa	263508	58851857	53054681
mycobacterium_sp.pa27.fsa	151327	57876347	53941845
mycobacterium_sp.pa31.fsa	115059	57974795	54523025
mycobacterium_stephanolepidis.bc19.fsa	12567	5169810	4943604
mycobacterium_stephanolepidis.bc23.fsa	1934	4991381	4948833
mycobacterium_stephanolepidis.bc27.fsa	1103	4979377	4950699
mycobacterium_stephanolepidis.bc31.fsa	799	4975892	4951922
mycobacterium_stephanolepidis.pa19.fsa	2332	4985580	4943604
mycobacterium_stephanolepidis.pa23.fsa	583	4961659	4948833
mycobacterium_stephanolepidis.pa27.fsa	339	4959513	4950699
mycobacterium_stephanolepidis.pa31.fsa	265	4959872	4951922
mycobacterium_stomatepiae.bc19.fsa	35071	6739619	6108341
mycobacterium_stomatepiae.bc23.fsa	3548	6198888	6120832
mycobacterium_stomatepiae.bc27.fsa	1811	6171096	6124010
mycobacterium_stomatepiae.bc31.fsa	1180	6161333	6125933
mycobacterium_stomatepiae.pa19.fsa	6057	6217367	6108341
mycobacterium_stomatepiae.pa23.fsa	1000	6142832	6120832
mycobacterium_stomatepiae.pa27.fsa	542	6138102	6124010
mycobacterium_stomatepiae.pa31.fsa	380	6137333	6125933
mycobacteroides_abscessus.bc19.fsa	667657	25835687	13817861
mycobacteroides_abscessus.bc23.fsa	585299	27518832	14642254
mycobacteroides_abscessus.bc27.fsa	547131	29633853	15408447
mycobacteroides_abscessus.bc31.fsa	522537	31808319	16132209
mycobacteroides_abscessus.pa19.fsa	210548	17607653	13817789
mycobacteroides_abscessus.pa23.fsa	193344	18895734	14642166
mycobacteroides_abscessus.pa27.fsa	175572	19973215	15408343
mycobacteroides_abscessus.pa31.fsa	172994	21321909	16132089
mycobacteroides_immunogenum.bc19.fsa	18298	5881459	5552095
mycobacteroides_immunogenum.bc23.fsa	3410	5635439	5560419
mycobacteroides_immunogenum.bc27.fsa	2005	5615952	5563822
mycobacteroides_immunogenum.bc31.fsa	1432	5608979	5566019
mycobacteroides_immunogenum.pa19.fsa	3499	5615077	5552095
mycobacteroides_immunogenum.pa23.fsa	1041	5583321	5560419
mycobacteroides_immunogenum.pa27.fsa	601	5579448	5563822
mycobacteroides_immunogenum.pa31.fsa	467	5580029	5566019
mycobacteroides_salmoniphilum.bc19.fsa	12547	4982373	4756527
mycobacteroides_salmoniphilum.bc23.fsa	2072	4807504	4761920
mycobacteroides_salmoniphilum.bc27.fsa	1141	4793632	4763966
mycobacteroides_salmoniphilum.bc31.fsa	731	4787063	4765133
mycobacteroides_salmoniphilum.pa19.fsa	2333	4798521	4756527
mycobacteroides_salmoniphilum.pa23.fsa	632	4775824	4761920
mycobacteroides_salmoniphilum.pa27.fsa	330	4772546	4763966
mycobacteroides_salmoniphilum.pa31.fsa	237	4772243	4765133
mycobacteroides_saopaulense.bc19.fsa	13749	4874092	4626610
mycobacteroides_saopaulense.bc23.fsa	2094	4678427	4632359
mycobacteroides_saopaulense.bc27.fsa	1043	4661367	4634249
mycobacteroides_saopaulense.bc31.fsa	682	4655804	4635344
mycobacteroides_saopaulense.pa19.fsa	2526	4672078	4626610
mycobacteroides_saopaulense.pa23.fsa	624	4646087	4632359
mycobacteroides_saopaulense.pa27.fsa	308	4642257	4634249
mycobacteroides_saopaulense.pa31.fsa	220	4641944	4635344
mycolicibacillus_koreensis.bc19.fsa	45188	4869871	4056487
mycolicibacillus_koreensis.bc23.fsa	3509	4149200	4072002
mycolicibacillus_koreensis.bc27.fsa	1622	4117112	4074940
mycolicibacillus_koreensis.bc31.fsa	1161	4111601	4076771
mycolicibacillus_koreensis.pa19.fsa	7896	4198615	4056487
mycolicibacillus_koreensis.pa23.fsa	964	4093210	4072002
mycolicibacillus_koreensis.pa27.fsa	512	4088252	4074940
mycolicibacillus_koreensis.pa31.fsa	368	4087811	4076771
mycolicibacter_minnesotensis.bc19.fsa	24523	4600509	4159095
mycolicibacter_minnesotensis.bc23.fsa	4331	4266820	4171538
mycolicibacter_minnesotensis.bc27.fsa	1828	4222774	4175246
mycolicibacter_minnesotensis.bc31.fsa	1132	4211044	4177084
mycolicibacter_minnesotensis.pa19.fsa	4667	4243101	4159095
mycolicibacter_minnesotensis.pa23.fsa	1195	4197828	4171538
mycolicibacter_minnesotensis.pa27.fsa	528	4188974	4175246
mycolicibacter_minnesotensis.pa31.fsa	358	4187824	4177084
mycolicibacter_sinensis.bc19.fsa	42988	5364290	4590506
mycolicibacter_sinensis.bc23.fsa	5180	4722272	4608312
mycolicibacter_sinensis.bc27.fsa	2061	4666133	4612547
mycolicibacter_sinensis.bc31.fsa	1252	4652218	4614658
mycolicibacter_sinensis.pa19.fsa	7703	4729160	4590506
mycolicibacter_sinensis.pa23.fsa	1407	4639266	4608312
mycolicibacter_sinensis.pa27.fsa	612	4628459	4612547
mycolicibacter_sinensis.pa31.fsa	394	4626478	4614658
mycolicibacterium_alvei.bc19.fsa	31891	6510820	5936782
mycolicibacterium_alvei.bc23.fsa	3890	6034191	5948611
mycolicibacterium_alvei.bc27.fsa	2122	6007421	5952249
mycolicibacterium_alvei.bc31.fsa	1428	5997346	5954506
mycolicibacterium_alvei.pa19.fsa	5566	6036970	5936782
mycolicibacterium_alvei.pa23.fsa	1141	5973713	5948611
mycolicibacterium_alvei.pa27.fsa	645	5969019	5952249
mycolicibacterium_alvei.pa31.fsa	464	5968426	5954506
mycolicibacterium_anyangense.bc19.fsa	39287	6351888	5644722
mycolicibacterium_anyangense.bc23.fsa	3523	5735797	5658291
mycolicibacterium_anyangense.bc27.fsa	1589	5702587	5661273
mycolicibacterium_anyangense.bc31.fsa	975	5692084	5662834
mycolicibacterium_anyangense.pa19.fsa	6750	5766222	5644722
mycolicibacterium_anyangense.pa23.fsa	1002	5680335	5658291
mycolicibacterium_anyangense.pa27.fsa	457	5673155	5661273
mycolicibacterium_anyangense.pa31.fsa	313	5672224	5662834
mycolicibacterium_arabiense.bc19.fsa	60988	7456943	6359159
mycolicibacterium_arabiense.bc23.fsa	6006	6512811	6380679
mycolicibacterium_arabiense.bc27.fsa	3234	6470429	6386345
mycolicibacterium_arabiense.bc31.fsa	2261	6457756	6389926
mycolicibacterium_arabiense.pa19.fsa	10573	6549473	6359159
mycolicibacterium_arabiense.pa23.fsa	1725	6418629	6380679
mycolicibacterium_arabiense.pa27.fsa	980	6411825	6386345
mycolicibacterium_arabiense.pa31.fsa	736	6412006	6389926
mycolicibacterium_aubagnense.bc19.fsa	37784	6827489	6147377
mycolicibacterium_aubagnense.bc23.fsa	5969	6294600	6163282
mycolicibacterium_aubagnense.bc27.fsa	3864	6270129	6169665
mycolicibacterium_aubagnense.bc31.fsa	2964	6263096	6174176
mycolicibacterium_aubagnense.pa19.fsa	6952	6272513	6147377
mycolicibacterium_aubagnense.pa23.fsa	1829	6203520	6163282
mycolicibacterium_aubagnense.pa27.fsa	1184	6200449	6169665
mycolicibacterium_aubagnense.pa31.fsa	982	6203636	6174176
mycolicibacterium_boenickei.bc19.fsa	45432	7329513	6511737
mycolicibacterium_boenickei.bc23.fsa	4745	6631956	6527566
mycolicibacterium_boenickei.bc27.fsa	2451	6595600	6531874
mycolicibacterium_boenickei.bc31.fsa	1582	6581864	6534404
mycolicibacterium_boenickei.pa19.fsa	7655	6649527	6511737
mycolicibacterium_boenickei.pa23.fsa	1369	6557684	6527566
mycolicibacterium_boenickei.pa27.fsa	732	6550906	6531874
mycolicibacterium_boenickei.pa31.fsa	516	6549884	6534404
mycolicibacterium_celeriflavum.bc19.fsa	31102	5476747	4916911
mycolicibacterium_celeriflavum.bc23.fsa	4139	5020254	4929196
mycolicibacterium_celeriflavum.bc27.fsa	2332	4993803	4933171
mycolicibacterium_celeriflavum.bc31.fsa	1692	4986553	4935793
mycolicibacterium_celeriflavum.pa19.fsa	5620	5018071	4916911
mycolicibacterium_celeriflavum.pa23.fsa	1236	4956388	4929196
mycolicibacterium_celeriflavum.pa27.fsa	722	4951943	4933171
mycolicibacterium_celeriflavum.pa31.fsa	551	4952323	4935793
mycolicibacterium_doricum.bc19.fsa	21248	4314605	3932141
mycolicibacterium_doricum.bc23.fsa	3557	4019606	3941352
mycolicibacterium_doricum.bc27.fsa	2485	4009849	3945239
mycolicibacterium_doricum.bc31.fsa	1959	4006915	3948145
mycolicibacterium_doricum.pa19.fsa	4012	4004357	3932141
mycolicibacterium_doricum.pa23.fsa	1102	3965596	3941352
mycolicibacterium_doricum.pa27.fsa	789	3965753	3945239
mycolicibacterium_doricum.pa31.fsa	642	3967405	3948145
mycolicibacterium_duvalii.bc19.fsa	52316	6516991	5575303
mycolicibacterium_duvalii.bc23.fsa	5027	5704367	5593773
mycolicibacterium_duvalii.bc27.fsa	2495	5663020	5598150
mycolicibacterium_duvalii.bc31.fsa	1654	5650424	5600804
mycolicibacterium_duvalii.pa19.fsa	9044	5738095	5575303
mycolicibacterium_duvalii.pa23.fsa	1409	5624771	5593773
mycolicibacterium_duvalii.pa27.fsa	754	5617754	5598150
mycolicibacterium_duvalii.pa31.fsa	532	5616764	5600804
mycolicibacterium_goodii.bc19.fsa	72950	8321922	7008822
mycolicibacterium_goodii.bc23.fsa	5562	7155041	7032677
mycolicibacterium_goodii.bc27.fsa	2502	7102372	7037320
mycolicibacterium_goodii.bc31.fsa	1621	7088552	7039922
mycolicibacterium_goodii.pa19.fsa	12206	7228530	7008822
mycolicibacterium_goodii.pa23.fsa	1530	7066337	7032677
mycolicibacterium_goodii.pa27.fsa	751	7056846	7037320
mycolicibacterium_goodii.pa31.fsa	516	7055402	7039922
mycolicibacterium_helvum.bc19.fsa	34428	6956707	6337003
mycolicibacterium_helvum.bc23.fsa	3555	6427659	6349449
mycolicibacterium_helvum.bc27.fsa	1823	6400118	6352720
mycolicibacterium_helvum.bc31.fsa	1244	6392037	6354717
mycolicibacterium_helvum.pa19.fsa	5951	6444121	6337003
