species	genomes
emcibacter_congregatus	1
emcibacter_sp	1
endomicrobium_proavitum	1
endosymbiont_of	7
endosymbiont_tc1	1
ensifer_adhaerens	2
ensifer_alkalisoli	1
ensifer_sojae	1
enterobacter_asburiae	9
enterobacter_bugandensis	2
enterobacter_cancerogenus	2
enterobacter_chengduensis	1
enterobacter_cloacae	5
enterobacter_hormaechei	60
enterobacter_kobei	6
enterobacter_lignolyticus	2
enterobacter_ludwigii	9
enterobacter_oligotrophica	1
enterobacter_roggenkampii	8
enterobacter_sichuanensis	1
enterobacter_soli	1
enterobacter_sp	14
enterobacteriaceae_bacterium	6
enterobacteriaceae_endosymbiont	2
enterocloster_bolteae	1
enterococcus_avium	2
enterococcus_casseliflavus	3
enterococcus_durans	3
enterococcus_faecalis	41
enterococcus_faecium	87
enterococcus_gallinarum	2
enterococcus_gilvus	1
enterococcus_hirae	4
enterococcus_mundtii	5
enterococcus_saigonensis	1
enterococcus_sp	5
enterococcus_thailandicus	1
enterococcus_wangshanyuanii	1
entomoplasma_freundtii	1
entomoplasma_luminosum	1
entomoplasma_melaleucae	1
entomoplasma_somnilux	1
ephemeroptericola_cinctiostellae	1
epibacterium_mobile	1
epidermidibacterium_keratini	1
erwinia_billingiae	2
erwinia_persicina	1
erwinia_pyrifoliae	2
erwinia_sp	3
erwinia_tasmaniensis	1
erysipelothrix_larvae	1
erysipelothrix_sp	4
erysipelotrichaceae_bacterium	2
erythrobacter_atlanticus	1
erythrobacter_flavus	3
erythrobacter_gangjinensis	1
erythrobacter_litoralis	2
erythrobacter_seohaensis	1
erythrobacter_sp	3
escherichia_albertii	14
escherichia_marmotae	1
escherichia_sp	2
ethanoligenens_harbinense	5
eubacterium_callanderi	1
eubacterium_eligens	1
eubacterium_maltosivorans	1
eubacterium_rectale	1
eubacterium_sulci	1
euhalothece_natronophila	1
euzebya_sp	1
euzebyella_marina	1
exiguobacterium_acetylicum	1
exiguobacterium_antarcticum	1
exiguobacterium_mexicanum	1
exiguobacterium_sibiricum	1
exiguobacterium_sp	4
fabibacter_pacificus	1
faecalibacterium_prausnitzii	5
faecalibaculum_rodentium	1
fastidiosipila_sanguinis	1
ferrimonas_balearica	1
ferrimonas_sp	1
ferrovibrio_terrae	1
fervidobacterium_pennivorans	2
fibrella_sp	1
fibrobacter_succinogenes	2
fictibacillus_arsenicus	1
fictibacillus_phosphorivorans	1
filifactor_alocis	1
fimbriimonas_ginsengisoli	1
finegoldia_magna	1
fischerella_sp	1
flagellimonas_maritima	1
flammeovirga_pectinis	1
flammeovirga_sp	1
flammeovirgaceae_bacterium	1
flaviflexus_salsibiostraticola	1
flaviflexus_sp	1
flavihumibacter_sp	1
flavisolibacter_ginsenosidimutans	1
flavisolibacter_sp	1
flavisolibacter_tropicus	1
flavivirga_eckloniae	1
flavobacteriaceae_bacterium	5
flavobacterium_album	1
flavobacterium_anhuiense	2
flavobacterium_arcticum	1
flavobacterium_branchiophilum	1
flavobacterium_columnare	6
flavobacterium_commune	1
flavobacterium_crassostreae	1
flavobacterium_crocinum	1
flavobacterium_faecale	1
flavobacterium_gilvum	1
flavobacterium_haoranii	1
flavobacterium_johnsoniae	1
flavobacterium_kingsejongi	1
flavobacterium_magnum	1
flavobacterium_nackdongense	1
flavobacterium_nitrogenifigens	1
flavobacterium_pallidum	1
flavobacterium_psychrophilum	9
flavobacterium_sangjuense	1
flavobacterium_sediminis	1
flavobacterium_sp	6
flavonifractor_plautii	2
flintibacter_sp	1
fluviibacterium_aquatile	1
fluviicola_taffensis	1
formosa_sediminum	1
formosa_sp	3
francisella_adeliensis	1
francisella_frigiditurris	1
francisella_halioticida	1
francisella_hispaniensis	2
francisella_marina	2
francisella_noatunensis	23
francisella_opportunistica	3
francisella_persica	2
francisella_salina	1
francisella_sp	2
francisella_uliginis	1
frankia_casuarinae	1
frankia_inefficax	1
frankia_sp	1
frateuria_aurantia	1
frederiksenia_canicola	1
frischella_perrara	1
frondihabitans_sp	2
fuerstia_marisgermanicae	1
fusobacterium_gonidiaformans	1
fusobacterium_hwasookii	3
fusobacterium_mortiferum	1
fusobacterium_necrophorum	5
fusobacterium_nucleatum	14
fusobacterium_periodonticum	1
fusobacterium_pseudoperiodonticum	9
fusobacterium_ulcerans	1
fusobacterium_varium	2
gallaecimonas_mangrovi	1
gallibacterium_anatis	1
gallionella_capsiferriformans	1
gamma_proteobacterium	2
gammaproteobacteria_bacterium	2
geitlerinema_sp	1
gemella_sanguinis	1
gemella_sp	2
gemmata_massiliana	1
gemmata_obscuriglobus	2
gemmata_sp	1
gemmatimonas_aurantiaca	1
gemmatimonas_phototrophica	1
gemmatirosa_kalamazoonesis	1
gemmobacter_sp	1
geoalkalibacter_subterraneus	1
geobacillus_genomosp	1
geobacillus_sp	7
geobacillus_subterraneus	3
geobacillus_thermocatenulatus	1
geobacillus_thermodenitrificans	4
geobacillus_thermoleovorans	4
geobacter_anodireducens	1
geobacter_bemidjiensis	1
geobacter_daltonii	1
geobacter_lovleyi	1
geobacter_pickeringii	1
geobacter_sp	3
geobacter_sulfurreducens	3
geobacter_uraniireducens	1
georgenia_sp	3
georhizobium_profundi	1
geosporobacter_ferrireducens	1
geovibrio_thiophilus	1
gibbsiella_quercinecans	1
gilliamella_apicola	1
gimesia_maris	2
gimesia_sp	1
glaciecola_nitratireducens	1
glaciecola_sp	2
glaesserella_parasuis	14
glaesserella_sp	1
gloeobacter_kilaueensis	1
gloeobacter_violaceus	1
gloeocapsa_sp	1
gloeothece_citriformis	1
gloeothece_verrucosa	1
gluconacetobacter_diazotrophicus	2
gluconobacter_albidus	1
gluconobacter_thailandicus	1
glutamicibacter_arilaitensis	1
glutamicibacter_creatinolyticus	1
glutamicibacter_halophytocola	2
glutamicibacter_nicotianae	1
glutamicibacter_sp	1
glycocaulis_alkaliphilus	1
gordonia_alkanivorans	1
gordonia_insulae	1
gordonia_iterans	1
gordonia_phthalatica	1
gordonia_polyisoprenivorans	1
gordonia_rubripertincta	1
gordonia_sp	5
gracilibacillus_sp	1
gramella_flava	1
gramella_forsetii	1
gramella_fulva	1
gramella_salexigens	1
granulibacter_bethesdensis	10
granulicella_mallensis	1
granulicella_sp	1
granulicella_tundricola	1
granulosicoccus_antarcticus	1
grimontia_hollisae	4
gryllotalpicola_sp	1
gudongella_oleilytica	1
guyparkeria_halophila	1
gynuella_sunshinyii	1
haematobacter_massiliensis	1
haematospirillum_jordaniae	1
haemophilus_ducreyi	13
haemophilus_haemolyticus	3
haemophilus_influenzae	56
haemophilus_parahaemolyticus	1
haemophilus_parainfluenzae	3
haemophilus_sp	1
hafnia_paralvei	1
hafnia_sp	1
hahella_chejuensis	1
hahella_sp	2
halanaerobium_hydrogeniformans	1
halarcobacter_bivalviorum	1
haliangium_ochraceum	1
halieaceae_bacterium	1
halioglobus_japonicus	1
halioglobus_maricola	1
halioglobus_pacificus	1
haloactinobacterium_sp	1
halobacillus_litoralis	1
halobacillus_mangrovi	1
halobacteriovorax_marinus	2
halobacteriovorax_sp	1
halobacteroides_halobius	1
halocella_sp	1
halocynthiibacter_arcticus	1
halomicronema_hongdechloris	1
halomonas_aestuarii	1
halomonas_alkaliphila	1
halomonas_axialensis	1
halomonas_beimenensis	1
halomonas_campaniensis	1
halomonas_chromatireducens	1
halomonas_huangheensis	1
halomonas_hydrothermalis	2
halomonas_meridiana	3
halomonas_olivaria	1
halomonas_socia	1
halomonas_sp	14
halomonas_sulfidaeris	1
halomonas_titanicae	1
halomonas_venusta	1
halorhodospira_halophila	1
halotalea_alkalilenta	1
halothece_sp	1
halothermothrix_orenii	1
halothiobacillus_neapolitanus	1
halothiobacillus_sp	1
halovulum_dunhuangense	1
hankyongella_ginsenosidimutans	1
helicobacter_acinonychis	1
helicobacter_apodemus	1
helicobacter_bilis	1
helicobacter_cetorum	2
helicobacter_cinaedi	6
helicobacter_felis	1
helicobacter_hepaticus	1
helicobacter_himalayensis	1
helicobacter_mustelae	1
helicobacter_pylori	157
helicobacter_sp	1
helicobacter_suis	1
heliobacterium_modesticaldum	1
heliorestis_convoluta	1
herbaspirillum_hiltneri	1
herbaspirillum_huttiense	1
herbaspirillum_robiniae	1
herbaspirillum_rubrisubalbicans	2
herbaspirillum_seropedicae	4
herbaspirillum_sp	1
herminiimonas_arsenicoxydans	1
hippea_maritima	1
histophilus_somni	21
hoeflea_sp	1
hoyosella_subflava	1
humibacter_sp	2
hungateiclostridiaceae_bacterium	1
hungateiclostridium_clariflavum	1
hungateiclostridium_saccincola	1
hungatella_hathewayi	1
hydrocarboniclastica_marina	1
hydrogenobacter_thermophilus	2
hydrogenobaculum_sp	5
hydrogenophaga_crassostreae	1
hydrogenophaga_pseudoflava	1
hydrogenophaga_sp	6
hydrogenovibrio_crunogenus	2
hydrogenovibrio_thermophilus	1
hymenobacter_jejuensis	1
hymenobacter_nivis	1
hymenobacter_oligotrophus	1
hymenobacter_sedentarius	1
hymenobacter_sp	11
hymenobacter_swuensis	1
hypericibacter_adhaerens	1
hypericibacter_terrae	1
hyphomicrobium_denitrificans	2
hyphomicrobium_nitrativorans	1
hyphomicrobium_sp	1
hyphomonas_neptunium	1
hyphomonas_sp	1
iamiaceae_bacterium	1
ichthyobacterium_seriolicida	1
idiomarina_loihiensis	2
idiomarina_piscisalsi	1
idiomarina_sp	2
ignavibacterium_album	1
ilumatobacter_coccineus	1
ilyobacter_polytropus	1
immundisolibacter_cernigliae	1
indioceanicola_profundi	1
inhella_inkyongensis	1
intestinibaculum_porci	1
intestinimonas_butyriciproducens	2
intrasporangium_calvum	2
iodobacter_sp	1
isoptericola_dokdonensis	1
isoptericola_variabilis	1
isosphaera_pallida	1
izhakiella_sp	1
janibacter_indicus	1
janibacter_limosus	1
janibacter_melonis	1
jannaschia_sp	1
janthinobacterium_agaricidamnosum	1
janthinobacterium_sp	6
janthinobacterium_svalbardensis	1
jeongeupia_sp	1
jeotgalibaca_arthritidis	1
jeotgalibaca_dankookensis	1
jeotgalibaca_porci	1
jeotgalibaca_sp	2
jeotgalibacillus_malaysiensis	1
jonesia_denitrificans	2
kangiella_geojedonensis	1
kangiella_koreensis	1
kangiella_profundi	1
kangiella_sediminilitoris	1
kerstersia_gyiorum	1
ketobacter_alkanivorans	1
ketogulonicigenium_robustum	1
ketogulonicigenium_vulgare	5
kibdelosporangium_phytohabitans	1
kineobactrum_sp	1
kineococcus_radiotolerans	1
kiritimatiella_glycovorans	1
kiritimatiellaeota_bacterium	1
kitasatospora_albolonga	1
kitasatospora_sp	1
klebsiella_grimontii	1
klebsiella_huaxiensis	1
klebsiella_michiganensis	14
klebsiella_quasipneumoniae	22
klebsiella_quasivariicola	1
klebsiella_sp	7
klebsiella_variicola	20
kluyvera_intermedia	2
kocuria_flava	1
kocuria_indica	1
kocuria_palustris	1
kocuria_rhizophila	2
kocuria_rosea	1
kocuria_sp	2
komagataeibacter_europaeus	1
komagataeibacter_medellinensis	1
komagataeibacter_nataicola	1
komagataeibacter_oboediens	1
komagataeibacter_rhaeticus	1
komagataeibacter_saccharivorans	2
kordia_antarctica	1
kordia_sp	1
kosakonia_arachidis	1
kosakonia_cowanii	2
kosakonia_oryzae	1
kosakonia_radicincitans	3
kosakonia_sacchari	3
kosakonia_sp	1
kosmotoga_olearia	1
kosmotoga_pacifica	1
kozakia_baliensis	2
kribbella_flavida	1
ktedonosporobacter_rubrisoli	1
kurthia_sp	1
kushneria_konosiri	1
kushneria_marisflavi	1
kushneria_sp	1
kutzneria_albida	1
kyrpidia_spormannii	1
kyrpidia_tusciae	1
kytococcus_sedentarius	1
labilibaculum_antarcticum	1
labilithrix_luteola	1
labrenzia_aggregata	1
labrenzia_sp	8
labrys_neptuniae	1
laceyella_sacchari	1
lachnoanaerobaculum_umeaense	1
lachnoclostridium_phytofermentans	1
lachnoclostridium_sp	1
lachnospiraceae_bacterium	4
lacimicrobium_alkaliphilum	1
lacinutrix_sp	2
lacinutrix_venerupis	1
lactobacillus_allii	1
lactobacillus_amylolyticus	2
lactobacillus_apis	1
lactobacillus_backii	5
lactobacillus_bombi	1
lactobacillus_crispatus	4
lactobacillus_crustorum	1
lactobacillus_curieae	1
lactobacillus_dextrinicus	1
lactobacillus_frumenti	1
lactobacillus_futsaii	1
lactobacillus_gallinarum	1
lactobacillus_gastricus	1
lactobacillus_ginsenosidimutans	1
lactobacillus_graminis	1
lactobacillus_harbinensis	2
lactobacillus_heilongjiangensis	1
lactobacillus_helsingborgensis	1
lactobacillus_hokkaidonensis	1
lactobacillus_hordei	1
lactobacillus_iners	7
lactobacillus_jensenii	2
lactobacillus_jinshani	1
lactobacillus_johnsonii	12
lactobacillus_kefiranofaciens	2
lactobacillus_kefiri	1
lactobacillus_koreensis	1
lactobacillus_kullabergensis	1
lactobacillus_kunkeei	1
lactobacillus_lindneri	2
lactobacillus_malefermentans	1
lactobacillus_mucosae	1
lactobacillus_nagelii	1
lactobacillus_nenjiangensis	1
lactobacillus_parabuchneri	1
lactobacillus_paracollinoides	3
lactobacillus_paragasseri	2
lactobacillus_paraplantarum	2
lactobacillus_pontis	1
lactobacillus_rhamnosus	20
lactobacillus_sp	8
lactobacillus_terrae	1
lactobacillus_zhachilii	1
lactobacillus_zymae	1
lactococcus_garvieae	4
lactococcus_lactis	38
lactococcus_petauri	1
lactococcus_raffinolactis	6
lactococcus_sp	2
lacunisphaera_limnophila	1
laribacter_hongkongensis	2
lawsonella_clevelandensis	2
lawsonia_intracellularis	2
leadbetterella_byssophila	1
leclercia_adecarboxylata	11
leclercia_sp	8
leeuwenhoekiella_sp	1
legionella_clemsonensis	1
legionella_endosymbiont	1
legionella_geestiana	2
legionella_sp	1
leifsonia_sp	1
leisingera_aquaemixtae	1
leisingera_methylohalidivorans	1
leisingera_sp	2
lelliottia_amnigena	2
lelliottia_jeotgali	1
lelliottia_nimipressuralis	1
lelliottia_sp	1
lentibacillus_amyloliquefaciens	1
lentilitoribacter_sp	1
lentzea_guizhouensis	1
leptolyngbya_boryana	3
leptolyngbya_sp	3
leptospira_biflexa	2
leptospira_borgpetersenii	6
leptospira_interrogans	16
leptospira_kmetyi	1
leptospira_mayottensis	3
leptospira_tipperaryensis	1
leptospirillum_ferriphilum	2
leptospirillum_ferrooxidans	1
leptospirillum_sp	1
leptothrix_cholodnii	1
leptotrichia_buccalis	1
leptotrichia_goodfellowii	1
leptotrichia_hofstadii	1
leptotrichia_hongkongensis	1
leptotrichia_shahii	1
leptotrichia_sp	3
leptotrichia_trevisanii	3
leptotrichia_wadei	4
leucobacter_sp	4
leucobacter_triazinivorans	1
leuconostoc_carnosum	2
leuconostoc_citreum	5
leuconostoc_garlicum	1
leuconostoc_gelidum	2
leuconostoc_kimchii	2
leuconostoc_lactis	4
leuconostoc_mesenteroides	19
leuconostoc_pseudomesenteroides	1
leuconostoc_sp	1
leuconostoc_suionicum	2
liberibacter_crescens	2
lichenihabitans_psoromatis	1
limihaloglobus_sulfuriphilus	1
limnobaculum_parvum	1
limnochorda_pilosa	1
limnoglobus_roseus	1
limnohabitans_sp	2
limnospira_fusiformis	1
litoreibacter_sp	1
litoricola_lipolytica	1
litorilituus_sediminis	1
longibaculum_sp	1
lonsdalea_britannica	1
luteibacter_pinisoli	1
luteibacter_rhizovicinus	1
luteimicrobium_xylanilyticum	1
luteimonas_sp	3
luteimonas_yindakuii	1
luteipulveratus_mongoliensis	1
luteitalea_pratensis	1
luteolibacter_sp	1
lutibacter_profundi	1
lysinibacillus_pakistanensis	1
lysinibacillus_sp	4
lysinibacillus_varians	1
lysinimonas_sp	1
lysobacter_alkalisoli	1
lysobacter_antibioticus	2
lysobacter_capsici	2
lysobacter_enzymogenes	2
lysobacter_gummosus	1
lysobacter_maris	1
lysobacter_oculi	1
lysobacter_soli	1
lysobacter_sp	2
macrococcus_canis	4
macrococcus_caseolyticus	2
macrococcus_sp	1
mageeibacillus_indolicus	1
magnetococcus_marinus	1
magnetospira_sp	1
magnetospirillum_gryphiswaldense	3
magnetospirillum_magneticum	1
magnetospirillum_sp	1
mahella_australiensis	1
maize_bushy	1
mameliella_alba	1
mannheimia_granulomatis	1
mannheimia_haemolytica	83
mannheimia_sp	2
mannheimia_succiniciproducens	1
mannheimia_varigena	4
maribacter_cobaltidurans	1
maribacter_sp	4
maribius_sp	1
maricaulis_maris	1
marichromatium_purpuratum	1
mariniblastus_fucicola	1
mariniflexile_sp	1
marinilactibacillus_sp	1
marinirhabdus_gelatinilytica	1
marinithermus_hydrothermalis	1
marinitoga_piezophila	1
marinitoga_sp	1
marinobacter_fonticola	1
marinobacter_psychrophilus	1
marinobacter_salarius	3
marinobacter_salinus	1
marinobacter_similis	1
marinobacter_sp	8
marinobacterium_aestuarii	1
marinobacterium_sp	1
marinomonas_mediterranea	1
marinomonas_posidonica	1
marinomonas_sp	2
marinovum_algicola	1
mariprofundus_aestuarium	1
mariprofundus_ferrinatatus	1
marisediminicola_antarctica	1
maritalea_myrionectae	1
marivirga_tractuosa	1
marivivens_sp	1
martelella_endophytica	1
martelella_mediterranea	1
martelella_sp	1
massilia_albidiflava	1
massilia_armeniaca	1
massilia_flava	1
massilia_oculi	1
massilia_plicata	1
massilia_putida	1
massilia_sp	2
massilia_umbonata	1
massilia_violaceinigra	1
megamonas_funiformis	1
megasphaera_elsdenii	3
megasphaera_stantonii	1
meiothermus_silvanus	1
melaminivora_sp	1
melioribacter_roseus	1
melissococcus_plutonius	4
melittangium_boletus	1
mesoflavibacter_sp	2
mesoplasma_chauliocola	1
mesoplasma_coleopterae	1
mesoplasma_lactucae	2
mesoplasma_syrphidae	1
mesoplasma_tabanidae	1
mesorhizobium_amorphae	1
mesorhizobium_australicum	1
mesorhizobium_ciceri	3
mesorhizobium_japonicum	6
mesorhizobium_oceanicum	1
mesorhizobium_opportunistum	1
mesorhizobium_sp	13
mesotoga_prima	1
metakosakonia_sp	1
methylacidiphilum_infernorum	1
methylacidiphilum_kamchatkense	1
methylibium_petroleiphilum	1
methylibium_sp	1
methylobacterium_aquaticum	1
methylobacterium_durans	1
methylobacterium_mesophilicum	1
methylobacterium_nodulans	1
methylobacterium_oryzae	1
methylobacterium_phyllosphaerae	1
methylobacterium_radiotolerans	1
methylobacterium_sp	10
methylobacterium_terrae	1
methylocaldum_marinum	1
methyloceanibacter_caenitepidi	1
methyloceanibacter_sp	1
methylocella_silvestris	1
methylocella_tundrae	1
methylococcus_sp	1
methylocystis_bryophila	1
methylocystis_heyeri	1
methylocystis_parvus	1
methylocystis_rosea	2
methylomicrobium_alcaliphilum	1
methylomicrobium_buryatense	1
methylomicrobium_sp	1
methylomonas_denitrificans	1
methylomonas_koyamae	1
methylomonas_sp	3
methylomusa_anaerophila	1
methylophaga_frappieri	1
methylophaga_nitratireducenticrescens	1
methylophilus_sp	1
methylorubrum_populi	3
methylosinus_sp	1
methylotenera_mobilis	1
methylotenera_versatilis	1
methyloversatilis_sp	1
methylovirgula_ligni	1
methylovorus_glucosetrophus	1
methylovorus_sp	1
methylovulum_psychrotolerans	1
micavibrio_aeruginosavorus	2
microbacteriaceae_bacterium	1
microbacterium_amylolyticum	1
microbacterium_aurum	1
microbacterium_chocolatum	1
microbacterium_endophyticum	1
microbacterium_foliorum	2
microbacterium_hominis	1
microbacterium_lemovicicum	1
microbacterium_oleivorans	1
microbacterium_oxydans	2
microbacterium_paludicola	1
microbacterium_protaetiae	1
microbacterium_sediminis	1
microbacterium_sp	16
microbacterium_wangchenii	1
microbulbifer_agarilyticus	1
microbulbifer_aggregans	1
microbulbifer_hydrolyticus	1
microbulbifer_sp	5
microbulbifer_thermotolerans	1
micrococcus_luteus	10
micrococcus_sp	1
microcoleus_sp	1
microcystis_aeruginosa	6
microcystis_panniformis	1
microcystis_sp	1
microcystis_viridis	1
microlunatus_sp	2
micromonospora_aurantiaca	2
micromonospora_sp	3
micromonospora_terminaliae	1
micromonospora_tulbaghiae	1
microterricola_viridarii	1
microvirga_ossetica	1
microvirga_sp	2
minicystis_rosea	1
miniimonas_sp	1
mitsuaria_sp	1
mixta_calida	1
mixta_gaviniae	1
mixta_intestinalis	1
mixta_theicola	1
mobilicoccus_sp	1
modestobacter_marinus	1
mogibacterium_diversum	1
monaibacterium_sp	1
moorea_producens	1
moraxella_bovoculi	7
moraxella_osloensis	8
moraxellaceae_bacterium	1
moritella_marina	1
moritella_yayanosii	1
mucilaginibacter_ginsenosidivorans	1
mucilaginibacter_ginsenosidivorax	1
mucilaginibacter_gossypii	1
mucilaginibacter_gotjawali	1
mucilaginibacter_rubeus	2
mucilaginibacter_sp	4
mucilaginibacter_xinganensis	1
muribaculaceae_bacterium	1
muribaculum_intestinale	1
muricauda_lutaonensis	1
muricauda_ruestringensis	1
muricauda_sp	1
muriicola_sp	1
mycetocola_sp	1
mycoavidus_cysteinexigens	1
mycobacterium_branderi	1
mycobacterium_canettii	1
mycobacterium_chimaera	9
mycobacterium_colombiense	1
mycobacterium_conspicuum	1
mycobacterium_dioxanotrophicus	1
mycobacterium_florentinum	1
mycobacterium_gallinarum	1
mycobacterium_grossiae	1
mycobacterium_heidelbergense	1
mycobacterium_lacus	1
mycobacterium_lepraemurium	1
mycobacterium_liflandii	1
mycobacterium_mantenii	1
mycobacterium_marseillense	2
mycobacterium_noviomagense	1
mycobacterium_novum	1
mycobacterium_paragordonae	1
mycobacterium_paraintracellulare	2
mycobacterium_paraseoulense	1
mycobacterium_parmense	1
mycobacterium_pseudoshottsii	1
mycobacterium_saskatchewanense	1
mycobacterium_seoulense	1
mycobacterium_shigaense	2
mycobacterium_shinjukuense	1
mycobacterium_shottsii	1
mycobacterium_sp	10
mycobacterium_stephanolepidis	1
mycobacterium_stomatepiae	1
mycobacteroides_abscessus	34
mycobacteroides_immunogenum	2
mycobacteroides_salmoniphilum	1
mycobacteroides_saopaulense	1
mycolicibacillus_koreensis	1
mycolicibacter_minnesotensis	1
mycolicibacter_sinensis	1
mycolicibacterium_alvei	1
mycolicibacterium_anyangense	1
mycolicibacterium_arabiense	1
mycolicibacterium_aubagnense	1
mycolicibacterium_boenickei	1
mycolicibacterium_celeriflavum	1
mycolicibacterium_doricum	1
mycolicibacterium_duvalii	1
mycolicibacterium_goodii	1
mycolicibacterium_helvum	1
mycolicibacterium_insubricum	1
mycolicibacterium_litorale	1
mycolicibacterium_madagascariense	1
mycolicibacterium_mageritense	1
mycolicibacterium_monacense	1
mycolicibacterium_moriokaense	1
mycolicibacterium_parafortuitum	1
mycolicibacterium_phocaicum	1
mycolicibacterium_poriferae	1
mycolicibacterium_psychrotolerans	1
mycolicibacterium_pulveris	1
mycolicibacterium_rhodesiae	1
mycolicibacterium_sarraceniae	1
mycolicibacterium_sediminis	1
mycolicibacterium_tokaiense	1
mycolicibacterium_vanbaalenii	1
mycoplasma_anatis	1
mycoplasma_anseris	1
mycoplasma_anserisalpingitidis	3
mycoplasma_bovirhinis	2
mycoplasma_bovoculi	1
mycoplasma_canadense	1
mycoplasma_canis	2
mycoplasma_cloacale	1
mycoplasma_crocodyli	1
mycoplasma_cynos	1
mycoplasma_dispar	2
mycoplasma_felis	1
mycoplasma_gallinaceum	1
mycoplasma_haemocanis	1
mycoplasma_haemofelis	2
mycoplasma_hyosynoviae	1
mycoplasma_nasistruthionis	1
mycoplasma_ovis	1
mycoplasma_parvum	1
mycoplasma_phocicerebrale	1
mycoplasma_phocidae	1
mycoplasma_phocirhinis	1
mycoplasma_pullorum	1
mycoplasma_sp	5
mycoplasma_struthionis	1
mycoplasma_suis	2
mycoplasma_wenyonii	1
mycoplasma_yeatsii	1
myroides_odoratimimus	2
myroides_phaeus	1
myroides_profundi	1
myroides_sp	3
myxococcus_hansupus	1
myxococcus_macrosporus	1
myxococcus_stipitatus	1
myxococcus_xanthus	7
nakamurella_multipartita	1
nakamurella_sp	1
natranaerobius_thermophilus	1
nautilia_profundicola	1
nautilia_sp	1
neisseria_brasiliensis	1
neisseria_chenwenguii	1
neisseria_sp	2
neisseria_zalophi	1
neisseriaceae_bacterium	1
neoasaia_chiangmaiensis	1
neochlamydia_sp	1
neokomagataea_sp	1
neokomagataea_tanensis	1
neomicrococcus_aestuarii	1
neorhizobium_sp	2
neorickettsia_helminthoeca	1
neorickettsia_risticii	1
neorickettsia_sennetsu	1
neptunomonas_concharum	1
nesterenkonia_sp	1
niabella_ginsenosidivorans	1
niabella_soli	1
niastella_koreensis	1
nibribacter_sp	1
nibricoccus_aquaticus	1
nitratifractor_salsuginis	1
nitratireductor_sp	2
nitratiruptor_sp	1
nitrincola_sp	1
nitrobacter_hamburgensis	1
nitrobacter_winogradskyi	1
nitrosococcus_halophilus	1
nitrosococcus_oceani	1
nitrosococcus_wardiae	1
nitrosococcus_watsonii	1
nitrosomonadales_bacterium	1
nitrosomonas_communis	1
nitrosomonas_europaea	1
nitrosomonas_eutropha	1
nitrosomonas_sp	2
nitrosomonas_stercoris	1
nitrosomonas_ureae	1
nitrosospira_briensis	1
nitrosospira_lacus	1
nitrosospira_multiformis	1
nitrospira_defluvii	1
nitrospira_moscoviensis	1
nitrospira_sp	1
niveispirillum_cyanobacteriorum	1
nocardia_arthritidis	1
nocardia_brasiliensis	3
nocardia_cyriacigeorgica	2
nocardia_farcinica	2
nocardia_mangyaensis	1
nocardia_nova	1
nocardia_seriolae	2
nocardia_sp	1
nocardia_terpenica	2
nocardioides_baekrokdamisoli	1
nocardioides_daphniae	1
nocardioides_dokdonensis	1
nocardioides_euryhalodurans	1
nocardioides_humi	1
nocardioides_seonyuensis	1
nocardioides_sp	13
nocardiopsis_alba	1
nocardiopsis_gilva	1
nodularia_spumigena	1
nonlabens_dokdonensis	1
nonlabens_sediminis	1
nonlabens_sp	4
nonomuraea_sp	2
nordella_sp	1
nostoc_azollae	1
nostoc_flagelliforme	1
nostoc_punctiforme	1
nostoc_sp	8
nostoc_sphaeroides	2
nostocales_cyanobacterium	1
novibacillus_thermophilus	1
noviherbaspirillum_sp	1
novosphingobium_aromaticivorans	1
novosphingobium_ginsenosidimutans	1
novosphingobium_pentaromativorans	1
novosphingobium_resinovorum	1
novosphingobium_sp	5
novosphingobium_tardaugens	1
obesumbacterium_proteus	1
oblitimonas_alkaliphila	6
oceanicoccus_sagamiensis	1
oceanicola_sp	1
oceanihabitans_sp	1
oceanimonas_sp	1
oceanisphaera_avium	1
oceanisphaera_profunda	1
oceanispirochaeta_sp	1
oceanithermus_profundus	1
oceanobacillus_iheyensis	2
oceanobacillus_sp	2
oceanospirillales_bacterium	1
ochrobactrum_pituitosum	1
ochrobactrum_pseudogrignonense	1
ochrobactrum_quorumnocens	1
octadecabacter_antarcticus	1
octadecabacter_arcticus	1
octadecabacter_sp	1
octadecabacter_temperatus	1
oenococcus_oeni	3
oenococcus_sicerae	1
oenococcus_sp	1
oerskovia_sp	1
oleiphilus_messinensis	1
oleispira_antarctica	1
oligella_urethralis	1
oligotropha_carboxidovorans	3
olivibacter_sp	1
olleya_aquimaris	1
olleya_sp	1
olsenella_sp	2
olsenella_uli	1
opitutaceae_bacterium	1
opitutus_terrae	1
orbus_sp	1
orientia_tsutsugamushi	3
ornithinimicrobium_flavum	1
ornithinimicrobium_sp	3
orrella_dioscoreae	1
oryzomicrobium_terrae	1
oscillatoria_acuminata	1
oscillatoria_nigroviridis	1
oscillibacter_sp	1
oscillibacter_valericigenes	1
otariodibacter_oris	1
ottowia_oryzae	1
ottowia_sp	1
owenweeksia_hongkongensis	1
oxalobacter_formigenes	3
oxynema_sp	1
paenalcaligenes_hominis	1
paenarthrobacter_aurescens	1
paenibacillus_albus	1
paenibacillus_antarcticus	1
paenibacillus_baekrokdamisoli	1
paenibacillus_beijingensis	1
paenibacillus_borealis	1
paenibacillus_bovis	1
paenibacillus_brasilensis	1
