species	genomes
blastococcus_saxobsidens	1
blastomonas_fulva	1
blastomonas_sp	1
blattabacterium_clevelandi	1
blattabacterium_cuenoti	3
blattabacterium_punctulatus	10
blattabacterium_sp	8
blautia_hansenii	1
blautia_producta	2
blautia_sp	3
blochmannia_endosymbiont	3
bombella_sp	1
bordetella_bronchialis	2
bordetella_flabilis	1
bordetella_genomosp	5
bordetella_hinzii	11
bordetella_holmesii	63
bordetella_petrii	1
bordetella_pseudohinzii	1
bordetella_sp	2
bordetella_trematum	3
borrelia_anserina	1
borrelia_duttonii	1
borrelia_hermsii	2
borrelia_mayonii	1
borrelia_miyamotoi	11
borrelia_parkeri	1
borrelia_recurrentis	1
borrelia_sp	1
borrelia_turcica	1
borrelia_turicatae	2
borreliella_afzelii	4
borreliella_bavariensis	2
borreliella_bissettii	1
borreliella_burgdorferi	10
borreliella_garinii	5
borreliella_valaisiana	1
bosea_sp	6
bosea_vaviloviae	1
boseongicola_sp	1
brachybacterium_faecium	1
brachybacterium_ginsengisoli	1
brachybacterium_saurashtrense	1
brachybacterium_sp	4
brachyspira_hampsonii	1
brachyspira_hyodysenteriae	3
brachyspira_intermedia	1
brachyspira_murdochii	1
brachyspira_pilosicoli	3
bradymonadales_bacterium	2
bradymonas_sediminis	1
bradyrhizobium_amphicarpaeae	1
bradyrhizobium_betae	1
bradyrhizobium_diazoefficiens	7
bradyrhizobium_guangdongense	1
bradyrhizobium_guangxiense	1
bradyrhizobium_guangzhouense	1
bradyrhizobium_icense	1
bradyrhizobium_oligotrophicum	1
bradyrhizobium_ottawaense	1
bradyrhizobium_paxllaeri	1
bradyrhizobium_sp	16
bradyrhizobium_symbiodeficiens	4
bradyrhizobium_zhanjiangense	1
bremerella_volcania	1
brenneria_goodwinii	1
brenneria_nigrifluens	1
brenneria_rubrifaciens	1
breoghania_sp	1
brevibacillus_agri	1
brevibacillus_brevis	4
brevibacillus_formosus	1
brevibacillus_sp	2
brevibacterium_aurantiacum	6
brevibacterium_flavum	2
brevibacterium_frigoritolerans	1
brevibacterium_luteolum	1
brevibacterium_sp	5
brevundimonas_mediterranea	1
brevundimonas_naejangsanensis	3
brevundimonas_sp	8
brevundimonas_subvibrioides	1
brevundimonas_vesicularis	1
brucella_abortus	4
brucella_canis	8
brucella_ceti	2
brucella_melitensis	4
brucella_microti	1
brucella_pinnipedialis	2
brucella_sp	6
brucella_suis	16
buchnera_aphidicola	29
burkholderia_ambifaria	3
burkholderia_cenocepacia	18
burkholderia_contaminans	5
burkholderia_diffusa	1
burkholderia_dolosa	2
burkholderia_insecticola	1
burkholderia_lata	3
burkholderia_latens	1
burkholderia_metallica	1
burkholderia_multivorans	14
burkholderia_oklahomensis	4
burkholderia_plantarii	2
burkholderia_pseudomultivorans	1
burkholderia_pyrrocinia	2
burkholderia_seminalis	1
burkholderia_sp	22
burkholderia_stabilis	2
burkholderia_stagnalis	1
burkholderia_territorii	1
burkholderia_thailandensis	22
burkholderia_ubonensis	6
burkholderia_vietnamiensis	6
burkholderiales_bacterium	2
buttiauxella_sp	1
butyricimonas_faecalis	1
butyrivibrio_hungatei	1
butyrivibrio_proteoclasticus	1
caballeronia_sp	2
caldanaerobacter_subterraneus	1
caldicellulosiruptor_bescii	1
caldicellulosiruptor_changbaiensis	1
caldicellulosiruptor_hydrothermalis	1
caldicellulosiruptor_kristjanssonii	1
caldicellulosiruptor_kronotskyensis	1
caldicellulosiruptor_lactoaceticus	1
caldicellulosiruptor_obsidiansis	1
caldicellulosiruptor_owensensis	1
caldicellulosiruptor_saccharolyticus	1
caldilinea_aerophila	1
caldimicrobium_thiodismutans	1
calditerrivibrio_nitroreducens	1
caldithrix_abyssi	1
caloramator_sp	1
caloranaerobacter_azorensis	1
calothrix_sp	7
caminibacter_mediatlanticus	1
campylobacter_armoricus	1
campylobacter_avium	1
campylobacter_coli	31
campylobacter_concisus	3
campylobacter_cuniculorum	1
campylobacter_curvus	1
campylobacter_fetus	9
campylobacter_gracilis	1
campylobacter_hepaticus	1
campylobacter_hominis	1
campylobacter_hyointestinalis	3
campylobacter_iguaniorum	3
campylobacter_insulaenigrae	1
campylobacter_jejuni	166
campylobacter_lanienae	1
campylobacter_lari	9
campylobacter_peloridis	1
campylobacter_pinnipediorum	5
campylobacter_sp	15
campylobacter_sputorum	5
campylobacter_subantarcticus	2
campylobacter_ureolyticus	1
campylobacter_volucris	3
candidatus_accumulibacter	1
candidatus_amoebophilus	1
candidatus_arsenophonus	1
candidatus_arthromitus	4
candidatus_atelocyanobacterium	1
candidatus_azobacteroides	2
candidatus_baumannia	2
candidatus_blochmannia	4
candidatus_cardinium	1
candidatus_carsonella	7
candidatus_chazhemtobacterium	1
candidatus_cloacimonas	1
candidatus_coxiella	1
candidatus_cyclonatronum	1
candidatus_dependentiae	1
candidatus_desulforudis	1
candidatus_desulfovibrio	1
candidatus_endolissoclinum	2
candidatus_endomicrobium	1
candidatus_fokinia	1
candidatus_frankia	1
candidatus_fukatsuia	1
candidatus_gracilibacteria	1
candidatus_hamiltonella	1
candidatus_hepatoplasma	1
candidatus_ishikawaella	1
candidatus_izimaplasma	1
candidatus_kinetoplastibacterium	8
candidatus_koribacter	1
candidatus_kuenenia	1
candidatus_liberibacter	8
candidatus_methylospira	1
candidatus_midichloria	1
candidatus_moranella	2
candidatus_mycoplasma	1
candidatus_nanopelagicus	3
candidatus_nasuia	3
candidatus_neorickettsia	1
candidatus_nitrosoglobus	1
candidatus_nucleicultrix	1
candidatus_pantoea	2
candidatus_paracaedibacter	1
candidatus_pelagibacter	3
candidatus_phycorickettsia	1
candidatus_phytoplasma	3
candidatus_planktophila	13
candidatus_portiera	8
candidatus_profftella	2
candidatus_pseudomonas	1
candidatus_puniceispirillum	1
candidatus_purcelliella	1
candidatus_rhodoluna	4
candidatus_rickettsiella	1
candidatus_riesia	2
candidatus_ruthia	1
candidatus_saccharibacteria	8
candidatus_saccharimonas	1
candidatus_sodalis	1
candidatus_solibacter	1
candidatus_sulcia	25
candidatus_symbiobacter	1
candidatus_syntrophocurvum	1
candidatus_tachikawaea	1
candidatus_thiodictyon	1
candidatus_thioglobus	3
candidatus_tremblaya	2
candidatus_uzinura	1
candidatus_vesicomyosocius	1
candidatus_vidania	1
candidatus_walczuchella	1
candidatus_xiphinematobacter	1
capnocytophaga_endodontalis	1
capnocytophaga_gingivalis	1
capnocytophaga_haemolytica	1
capnocytophaga_leadbetteri	1
capnocytophaga_ochracea	1
capnocytophaga_sp	6
capnocytophaga_sputigena	3
capnocytophaga_stomatis	1
caproiciproducens_sp	1
carboxydocella_thermautotrophica	2
carboxydothermus_hydrogenoformans	1
cardinium_endosymbiont	1
carnobacterium_inhibens	1
carnobacterium_sp	2
casimicrobium_huifangae	1
catenovulum_sediminis	1
catenovulum_sp	1
catenulispora_acidiphila	1
catharanthus_roseus	1
caulobacter_flavus	1
caulobacter_henricii	1
caulobacter_mirabilis	1
caulobacter_rhizosphaerae	1
caulobacter_segnis	2
caulobacter_sp	2
caulobacter_vibrioides	6
caulobacteraceae_bacterium	2
cedecea_neteri	4
celeribacter_ethanolicus	1
celeribacter_indicus	1
celeribacter_manganoxidans	1
celeribacter_marinus	1
cellulomonas_gilvus	1
cellulomonas_shaoxiangyii	1
cellulomonas_sp	5
cellulophaga_algicola	1
cellulophaga_baltica	2
cellulophaga_lytica	3
cellulophaga_sp	1
cellulosilyticum_sp	1
cellulosimicrobium_sp	1
cellvibrio_japonicus	1
cellvibrio_sp	4
cetia_pacifica	1
changchengzhania_lutea	1
chania_multitudinisentens	1
chelativorans_sp	1
chelatococcus_daeguensis	1
chelatococcus_sp	1
chitinimonas_sp	1
chitinolyticbacter_meiyuanensis	1
chitinophaga_caeni	1
chitinophaga_pinensis	1
chitinophaga_sp	4
chlamydia_abortus	4
chlamydia_avium	1
chlamydia_caviae	1
chlamydia_felis	1
chlamydia_gallinacea	2
chlamydia_muridarum	20
chlamydia_pecorum	4
chlamydia_pneumoniae	5
chlamydia_psittaci	22
chlamydia_trachomatis	83
chloracidobacterium_thermophilum	1
chlorobaculum_limnaeum	1
chlorobaculum_parvum	1
chlorobaculum_tepidum	1
chlorobium_chlorochromatii	1
chlorobium_limicola	1
chlorobium_phaeobacteroides	2
chlorobium_phaeovibrioides	2
chloroflexus_aggregans	1
chloroflexus_aurantiacus	2
chloroherpeton_thalassium	1
chondrocystis_sp	1
chondromyces_crocatus	1
christensenella_minuta	1
chromatiaceae_bacterium	2
chromobacterium_haemolyticum	1
chromobacterium_rhizoryzae	1
chromobacterium_sp	4
chromobacterium_vaccinii	2
chromohalobacter_salexigens	1
chroococcidiopsis_thermalis	1
chryseobacterium_arthrosphaerae	1
chryseobacterium_bernardetii	2
chryseobacterium_camelliae	1
chryseobacterium_carnipullorum	2
chryseobacterium_carnis	1
chryseobacterium_gallinarum	2
chryseobacterium_glaciei	1
chryseobacterium_haifense	1
chryseobacterium_joostei	1
chryseobacterium_lactis	2
chryseobacterium_nakagawai	1
chryseobacterium_piperi	1
chryseobacterium_shandongense	3
chryseobacterium_sp	16
chryseobacterium_taklimakanense	2
chryseolinea_soli	1
citricoccus_sp	2
citrobacter_amalonaticus	4
citrobacter_braakii	3
citrobacter_farmeri	1
citrobacter_freundii	4
citrobacter_pasteurii	1
citrobacter_portucalensis	6
citrobacter_rodentium	1
citrobacter_sp	15
citrobacter_werkmanii	4
citrobacter_youngae	1
citromicrobium_sp	1
cloacibacillus_porcorum	1
cloacibacterium_normanense	1
clostridiaceae_bacterium	1
clostridiales_bacterium	1
clostridium_aceticum	1
clostridium_autoethanogenum	2
clostridium_carboxidivorans	1
clostridium_chauvoei	3
clostridium_diolis	1
clostridium_drakei	1
clostridium_estertheticum	1
clostridium_hiranonis	1
clostridium_hylemonae	1
clostridium_isatidis	1
clostridium_saccharobutylicum	5
clostridium_saccharolyticum	1
clostridium_saccharoperbutylacetonicum	2
clostridium_sp	8
clostridium_taeniosporum	1
cnuibacter_physcomitrellae	1
cobetia_pacifica	1
cobetia_sp	1
cohnella_abietis	1
cohnella_candidum	1
cohnella_sp	1
collimonas_arenae	3
collimonas_fungivorans	2
collimonas_pratensis	2
collinsella_aerofaciens	4
colwellia_beringensis	1
colwellia_sp	6
comamonas_kerstersii	1
comamonas_serinivorans	1
comamonas_sp	1
comamonas_thiooxydans	1
commensalibacter_sp	2
conexibacter_woesei	1
confluentimicrobium_sp	1
coprothermobacter_proteolyticus	1
coraliomargarita_akajimensis	1
corallococcus_coralloides	2
corallococcus_macrosporus	1
coriobacteriaceae_bacterium	1
coriobacterium_glomerans	1
corynebacterium_aquilae	1
corynebacterium_argentoratense	1
corynebacterium_atypicum	1
corynebacterium_aurimucosum	1
corynebacterium_camporealensis	2
corynebacterium_casei	1
corynebacterium_choanis	1
corynebacterium_crudilactis	1
corynebacterium_deserti	1
corynebacterium_doosanense	1
corynebacterium_efficiens	1
corynebacterium_endometrii	1
corynebacterium_epidermidicanis	1
corynebacterium_frankenforstense	1
corynebacterium_geronticis	1
corynebacterium_glaucum	1
corynebacterium_glyciniphilum	1
corynebacterium_halotolerans	1
corynebacterium_humireducens	1
corynebacterium_imitans	1
corynebacterium_jeikeium	3
corynebacterium_kroppenstedtii	1
corynebacterium_kutscheri	1
corynebacterium_lactis	1
corynebacterium_marinum	1
corynebacterium_maris	1
corynebacterium_mustelae	1
corynebacterium_nuruki	1
corynebacterium_pelargi	1
corynebacterium_phocae	1
corynebacterium_provencense	1
corynebacterium_pseudopelargi	1
corynebacterium_resistens	1
corynebacterium_sanguinis	1
corynebacterium_simulans	2
corynebacterium_singulare	1
corynebacterium_sp	9
corynebacterium_sphenisci	1
corynebacterium_striatum	3
corynebacterium_suranareeae	1
corynebacterium_terpenotabidum	1
corynebacterium_testudinoris	1
corynebacterium_ulcerans	14
corynebacterium_urealyticum	2
corynebacterium_ureicelerivorans	1
corynebacterium_uterequi	1
corynebacterium_vitaeruminis	1
coxiella_burnetii	12
coxiella_endosymbiont	2
coxiellalike_endosymbiont	1
crassaminicella_sp	1
crinalium_epipsammum	1
croceibacter_atlanticus	1
croceicoccus_marinus	1
croceicoccus_naphthovorans	1
crocosphaera_subtropica	1
cronobacter_condimenti	1
cronobacter_dublinensis	1
cronobacter_malonaticus	2
cronobacter_muytjensii	1
cronobacter_turicensis	1
cronobacter_universalis	1
cryobacterium_arcticum	1
cryobacterium_sp	2
cryptobacterium_curtum	1
cupriavidus_basilensis	1
cupriavidus_campinensis	1
cupriavidus_gilardii	1
cupriavidus_malaysiensis	1
cupriavidus_metallidurans	4
cupriavidus_necator	4
cupriavidus_oxalaticus	2
cupriavidus_pauculus	2
cupriavidus_pinatubonensis	1
cupriavidus_sp	2
curtobacterium_pusillum	1
curtobacterium_sp	3
cutibacterium_avidum	2
cyanobacterium_aponinum	1
cyanobacterium_endosymbiont	2
cyanobium_gracile	1
cyanobium_sp	1
cyanothece_sp	1
cyclobacterium_amurskyense	1
cyclobacterium_marinum	1
cycloclasticus_sp	2
cycloclasticus_zancles	1
cystobacter_fuscus	1
cytophaga_hutchinsonii	1
cytophagales_bacterium	1
dactylococcopsis_salina	1
dechloromonas_aromatica	1
dechloromonas_sp	1
deferribacter_desulfuricans	1
defluviimonas_alba	1
dehalobacter_restrictus	2
dehalobacter_sp	2
dehalobacterium_formicoaceticum	1
dehalococcoides_mccartyi	24
dehalococcoides_sp	1
dehalogenimonas_formicexedens	1
dehalogenimonas_lykanthroporepellens	1
deinococcus_actinosclerus	2
deinococcus_deserti	1
deinococcus_ficus	1
deinococcus_geothermalis	1
deinococcus_gobiensis	1
deinococcus_grandis	1
deinococcus_irradiatisoli	1
deinococcus_maricopensis	1
deinococcus_peraridilitoris	1
deinococcus_proteolyticus	1
deinococcus_puniceus	1
deinococcus_radiodurans	5
deinococcus_soli	1
deinococcus_sp	3
deinococcus_swuensis	1
deinococcus_wulumuqiensis	2
delftia_acidovorans	1
delftia_sp	2
delftia_tsuruhatensis	2
denitrobacterium_detoxificans	1
denitrovibrio_acetiphilus	1
dermabacter_jinjuensis	1
dermabacter_vaginalis	2
dermacoccus_abyssi	1
dermacoccus_nishinomiyaensis	1
desulfallas_gibsoniae	1
desulfarculus_baarsii	1
desulfatibacillum_aliphaticivorans	1
desulfitobacterium_dehalogenans	1
desulfitobacterium_dichloroeliminans	1
desulfitobacterium_hafniense	2
desulfitobacterium_metallireducens	1
desulfobacca_acetoxidans	1
desulfobulbus_oralis	1
desulfocapsa_sulfexigens	1
desulfococcus_multivorans	2
desulfococcus_oleovorans	1
desulfocurvibacter_africanus	1
desulfofarcimen_acetoxidans	1
desulfoglaeba_alkanexedens	1
desulfohalobium_retbaense	1
desulfomicrobium_baculatum	1
desulfomicrobium_orale	1
desulfosarcina_alkanivorans	1
desulfosarcina_ovata	2
desulfosarcina_widdelii	1
desulfosporosinus_acidiphilus	1
desulfosporosinus_meridiei	1
desulfotalea_psychrophila	1
desulfotomaculum_ferrireducens	1
desulfotomaculum_reducens	1
desulfovibrio_alaskensis	1
desulfovibrio_carbinolicus	1
desulfovibrio_desulfuricans	3
desulfovibrio_fairfieldensis	1
desulfovibrio_ferrophilus	1
desulfovibrio_magneticus	1
desulfovibrio_salexigens	1
desulfovibrio_sp	2
desulfovibrio_vulgaris	4
desulfurispirillum_indicum	1
desulfurivibrio_alkaliphilus	1
desulfurobacterium_thermolithotrophum	1
desulfuromonas_soudanensis	1
desulfuromonas_sp	1
devosia_ginsengisoli	1
devosia_sp	3
dialister_hominis	1
dialister_pneumosintes	1
diaminobutyricimonas_sp	1
diaphorobacter_polyhydroxybutyrativorans	1
diaphorobacter_sp	2
dichelobacter_nodosus	1
dickeya_dadantii	2
dickeya_dianthicola	2
dickeya_fangzhongdai	3
dickeya_paradisiaca	1
dickeya_solani	6
dickeya_sp	2
dickeya_zeae	5
dictyoglomus_thermophilum	1
dictyoglomus_turgidum	1
dietzia_lutea	1
dietzia_psychralcaliphila	1
dietzia_sp	3
dietzia_timorensis	1
dinoroseobacter_shibae	1
dokdonella_koreensis	1
dokdonia_donghaensis	1
dokdonia_sp	3
dolichospermum_flosaquae	1
dolichospermum_sp	1
draconibacterium_orientale	1
draconibacterium_sp	1
duganella_sp	2
duncaniella_sp	1
dyadobacter_fermentans	1
dyella_japonica	1
dyella_sp	1
dyella_thiooxydans	1
dysgonomonas_sp	2
dysosmobacter_welbionis	1
echinicola_rosea	1
echinicola_sp	1
echinicola_strongylocentroti	1
echinicola_vietnamensis	1
ectothiorhodospira_sp	1
ectothiorhodospiraceae_bacterium	1
edaphobacter_sp	1
edwardsiella_anguillarum	1
edwardsiella_hoshinae	1
edwardsiella_ictaluri	3
edwardsiella_piscicida	4
edwardsiella_sp	2
edwardsiella_tarda	5
eggerthella_lenta	2
eggerthella_sp	1
egibacter_rhizosphaerae	1
egicoccus_halophilus	1
ehrlichia_canis	2
ehrlichia_chaffeensis	8
ehrlichia_muris	1
ehrlichia_ruminantium	3
ehrlichia_sp	1
eikenella_exigua	1
elizabethkingia_anophelis	21
elizabethkingia_bruuniana	2
elizabethkingia_miricola	3
elizabethkingia_sp	2
elizabethkingia_ursingii	1
elusimicrobium_minutum	1
